764654:
 num     #instances         #bytes  class name (module)
 731:             1             16  java.lang.management.DefaultPlatformMBeanProvider$10 (java.management@21-ea)
 732:             1             16  java.lang.management.DefaultPlatformMBeanProvider$2 (java.management@21-ea)
 733:             1             16  java.lang.management.DefaultPlatformMBeanProvider$3 (java.management@21-ea)
 734:             1             16  java.lang.management.DefaultPlatformMBeanProvider$5 (java.management@21-ea)
 735:             1             16  java.lang.management.DefaultPlatformMBeanProvider$5$$Lambda/0x00007f5adc07dc40 (java.management@21-ea)
 736:             1             16  java.lang.management.DefaultPlatformMBeanProvider$6 (java.management@21-ea)
 737:             1             16  java.lang.management.DefaultPlatformMBeanProvider$7 (java.management@21-ea)
 738:             1             16  java.lang.management.DefaultPlatformMBeanProvider$9 (java.management@21-ea)
 739:             1             16  java.lang.management.ManagementFactory$$Lambda/0x00007f5adc046cf0 (java.management@21-ea)
 740:             1             16  java.lang.management.ManagementFactory$$Lambda/0x00007f5adc058910 (java.management@21-ea)
 741:             1             16  java.lang.management.ManagementFactory$$Lambda/0x00007f5adc058b58 (java.management@21-ea)
 742:             1             16  java.lang.management.ManagementFactory$$Lambda/0x00007f5adc058d90 (java.management@21-ea)
 743:             1             16  java.lang.module.ModuleDescriptor$1 (java.base@21-ea)
 744:             1             16  java.lang.module.ModuleDescriptor$Builder$$Lambda/0x800000002 (java.base@21-ea)
 745:             1             16  java.lang.ref.Cleaner (java.base@21-ea)
 746:             1             16  java.lang.ref.Cleaner$1 (java.base@21-ea)
 747:             1             16  java.lang.ref.Reference$1 (java.base@21-ea)
 748:             1             16  java.lang.reflect.AccessFlag$1 (java.base@21-ea)
 749:             1             16  java.lang.reflect.AccessFlag$10 (java.base@21-ea)
 750:             1             16  java.lang.reflect.AccessFlag$11 (java.base@21-ea)
 751:             1             16  java.lang.reflect.AccessFlag$12 (java.base@21-ea)
 752:             1             16  java.lang.reflect.AccessFlag$13 (java.base@21-ea)
 753:             1             16  java.lang.reflect.AccessFlag$14 (java.base@21-ea)
 754:             1             16  java.lang.reflect.AccessFlag$15 (java.base@21-ea)
 755:             1             16  java.lang.reflect.AccessFlag$16 (java.base@21-ea)
 756:             1             16  java.lang.reflect.AccessFlag$17 (java.base@21-ea)
 757:             1             16  java.lang.reflect.AccessFlag$18 (java.base@21-ea)
 758:             1             16  java.lang.reflect.AccessFlag$2 (java.base@21-ea)
 759:             1             16  java.lang.reflect.AccessFlag$3 (java.base@21-ea)
 760:             1             16  java.lang.reflect.AccessFlag$4 (java.base@21-ea)
 761:             1             16  java.lang.reflect.AccessFlag$5 (java.base@21-ea)
 762:             1             16  java.lang.reflect.AccessFlag$6 (java.base@21-ea)
 763:             1             16  java.lang.reflect.AccessFlag$7 (java.base@21-ea)
 764:             1             16  java.lang.reflect.AccessFlag$8 (java.base@21-ea)
 765:             1             16  java.lang.reflect.AccessFlag$9 (java.base@21-ea)
 766:             1             16  java.lang.reflect.Proxy$$Lambda/0x00007f5adc079158 (java.base@21-ea)
 767:             1             16  java.lang.reflect.Proxy$ProxyBuilder$$Lambda/0x00007f5adc079588 (java.base@21-ea)
 768:             1             16  java.lang.reflect.ProxyGenerator$$Lambda/0x00007f5adc07ac70 (java.base@21-ea)
 769:             1             16  java.lang.reflect.ProxyGenerator$$Lambda/0x00007f5adc07aea8 (java.base@21-ea)
 770:             1             16  java.lang.reflect.ReflectAccess (java.base@21-ea)
 771:             1             16  java.net.InetAddress$$Lambda/0x00007f5adc0454d8 (java.base@21-ea)
 772:             1             16  java.net.InetAddress$$Lambda/0x00007f5adc045900 (java.base@21-ea)
 773:             1             16  java.net.InetAddress$1 (java.base@21-ea)
 774:             1             16  java.net.InetAddress$PlatformResolver (java.base@21-ea)
 775:             1             16  java.net.URI$1 (java.base@21-ea)
 776:             1             16  java.net.URL$3 (java.base@21-ea)
 777:             1             16  java.net.URL$DefaultFactory (java.base@21-ea)
 778:             1             16  java.net.spi.InetAddressResolver$LookupPolicy (java.base@21-ea)
 779:             1             16  java.nio.Bits$1 (java.base@21-ea)
 780:             1             16  java.nio.Buffer$1 (java.base@21-ea)
 781:             1             16  java.nio.Buffer$2 (java.base@21-ea)
 782:             1             16  java.rmi.server.ObjID$$Lambda/0x00007f5adc01ecb0 (java.rmi@21-ea)
 783:             1             16  java.security.AllPermission (java.base@21-ea)
 784:             1             16  java.security.ProtectionDomain$JavaSecurityAccessImpl (java.base@21-ea)
 785:             1             16  java.security.Security$$Lambda/0x80000000b (java.base@21-ea)
 786:             1             16  java.security.Security$1 (java.base@21-ea)
 787:             1             16  java.time.ZoneOffset$$Lambda/0x80000000e (java.base@21-ea)
 788:             1             16  java.util.Collections$EmptyEnumeration (java.base@21-ea)
 789:             1             16  java.util.Collections$EmptyIterator (java.base@21-ea)
 790:             1             16  java.util.Collections$EmptyList (java.base@21-ea)
 791:             1             16  java.util.Collections$EmptySet (java.base@21-ea)
 792:             1             16  java.util.EnumMap$1 (java.base@21-ea)
 793:             1             16  java.util.IdentityHashMap$Values (java.base@21-ea)
 794:             1             16  java.util.ImmutableCollections$Access$1 (java.base@21-ea)
 795:             1             16  java.util.Map$Entry$$Lambda/0x00007f5adc09a108 (java.base@21-ea)
 796:             1             16  java.util.ResourceBundle$1 (java.base@21-ea)
 797:             1             16  java.util.ResourceBundle$Control (java.base@21-ea)
 798:             1             16  java.util.Spliterators$EmptySpliterator$OfDouble (java.base@21-ea)
 799:             1             16  java.util.Spliterators$EmptySpliterator$OfInt (java.base@21-ea)
 800:             1             16  java.util.Spliterators$EmptySpliterator$OfLong (java.base@21-ea)
 801:             1             16  java.util.Spliterators$EmptySpliterator$OfRef (java.base@21-ea)
 802:             1             16  java.util.concurrent.ConcurrentSkipListMap$KeySet (java.base@21-ea)
 803:             1             16  java.util.concurrent.ConcurrentSkipListSet (java.base@21-ea)
 804:             1             16  java.util.concurrent.SynchronousQueue$TransferStack (java.base@21-ea)
 805:             1             16  java.util.concurrent.ThreadPoolExecutor$AbortPolicy (java.base@21-ea)
 806:             1             16  java.util.concurrent.atomic.AtomicBoolean (java.base@21-ea)
 807:             1             16  java.util.concurrent.locks.ReentrantReadWriteLock$ReadLock (java.base@21-ea)
 808:             1             16  java.util.concurrent.locks.ReentrantReadWriteLock$Sync$ThreadLocalHoldCounter (java.base@21-ea)
 809:             1             16  java.util.concurrent.locks.ReentrantReadWriteLock$WriteLock (java.base@21-ea)
 810:             1             16  java.util.function.Function$$Lambda/0x00007f5adc07de78 (java.base@21-ea)
 811:             1             16  java.util.jar.Attributes (java.base@21-ea)
 812:             1             16  java.util.jar.JavaUtilJarAccessImpl (java.base@21-ea)
 813:             1             16  java.util.logging.ErrorManager (java.logging@21-ea)
 814:             1             16  java.util.logging.Level$$Lambda/0x800000013 (java.logging@21-ea)
 815:             1             16  java.util.logging.Level$KnownLevel$$Lambda/0x800000023 (java.logging@21-ea)
 816:             1             16  java.util.logging.Level$KnownLevel$$Lambda/0x800000024 (java.logging@21-ea)
 817:             1             16  java.util.logging.Level$KnownLevel$$Lambda/0x800000025 (java.logging@21-ea)
 818:             1             16  java.util.logging.LogManager$LoggingProviderAccess (java.logging@21-ea)
 819:             1             16  java.util.logging.LogManager$VisitedLoggers (java.logging@21-ea)
 820:             1             16  java.util.logging.Logging (java.logging@21-ea)
 821:             1             16  java.util.logging.SimpleFormatter (java.logging@21-ea)
 822:             1             16  java.util.logging.SimpleFormatter$$Lambda/0x00007f5adc0125a8 (java.logging@21-ea)
 823:             1             16  java.util.regex.CharPredicates$$Lambda/0x800000026 (java.base@21-ea)
 824:             1             16  java.util.regex.CharPredicates$$Lambda/0x800000027 (java.base@21-ea)
 825:             1             16  java.util.regex.Pattern$$Lambda/0x00007f5adc06c730 (java.base@21-ea)
 826:             1             16  java.util.regex.Pattern$Begin (java.base@21-ea)
 827:             1             16  java.util.regex.Pattern$LastNode (java.base@21-ea)
 828:             1             16  java.util.regex.Pattern$Node (java.base@21-ea)
 829:             1             16  java.util.stream.Collectors$$Lambda/0x00007f5adc035df0 (java.base@21-ea)
 830:             1             16  java.util.stream.Collectors$$Lambda/0x00007f5adc036008 (java.base@21-ea)
 831:             1             16  java.util.stream.Collectors$$Lambda/0x00007f5adc036230 (java.base@21-ea)
 832:             1             16  java.util.stream.Collectors$$Lambda/0x00007f5adc07e0b0 (java.base@21-ea)
 833:             1             16  java.util.stream.Collectors$$Lambda/0x00007f5adc07e4f8 (java.base@21-ea)
 834:             1             16  java.util.stream.Collectors$$Lambda/0x80000003a (java.base@21-ea)
 835:             1             16  java.util.stream.Collectors$$Lambda/0x80000003f (java.base@21-ea)
 836:             1             16  java.util.stream.Collectors$$Lambda/0x800000041 (java.base@21-ea)
 837:             1             16  java.util.stream.Collectors$$Lambda/0x800000042 (java.base@21-ea)
 838:             1             16  java.util.stream.Collectors$$Lambda/0x800000043 (java.base@21-ea)
 839:             1             16  java.util.stream.Collectors$$Lambda/0x800000044 (java.base@21-ea)
 840:             1             16  java.util.stream.Collectors$$Lambda/0x800000046 (java.base@21-ea)
 841:             1             16  java.util.stream.FindOps$FindSink$OfRef$$Lambda/0x80000004d (java.base@21-ea)
 842:             1             16  java.util.stream.FindOps$FindSink$OfRef$$Lambda/0x80000004e (java.base@21-ea)
 843:             1             16  java.util.stream.FindOps$FindSink$OfRef$$Lambda/0x80000004f (java.base@21-ea)
 844:             1             16  java.util.stream.FindOps$FindSink$OfRef$$Lambda/0x800000050 (java.base@21-ea)
 845:             1             16  java.util.stream.Nodes$EmptyNode$OfDouble (java.base@21-ea)
 846:             1             16  java.util.stream.Nodes$EmptyNode$OfInt (java.base@21-ea)
 847:             1             16  java.util.stream.Nodes$EmptyNode$OfLong (java.base@21-ea)
 848:             1             16  java.util.stream.Nodes$EmptyNode$OfRef (java.base@21-ea)
 849:             1             16  java.util.stream.ReferencePipeline$$Lambda/0x00007f5adc026e08 (java.base@21-ea)
 850:             1             16  java.util.zip.ZipFile$1 (java.base@21-ea)
 851:             1             16  javax.management.JMX (java.management@21-ea)
 852:             1             16  javax.management.MBeanServerBuilder (java.management@21-ea)
 853:             1             16  javax.management.NotificationBroadcasterSupport$1 (java.management@21-ea)
 854:             1             16  javax.management.remote.JMXConnectorServerFactory$$Lambda/0x00007f5adc03b2b8 (java.management@21-ea)
 855:             1             16  javax.management.remote.rmi.RMIServerImpl_Stub (java.management.rmi@21-ea)
 856:             1             16  jdk.internal.jimage.ImageReaderFactory$1 (java.base@21-ea)
 857:             1             16  jdk.internal.jimage.ImageStringsReader (java.base@21-ea)
 858:             1             16  jdk.internal.jimage.decompressor.Decompressor (java.base@21-ea)
 859:             1             16  jdk.internal.logger.LazyLoggers$1 (java.base@21-ea)
 860:             1             16  jdk.internal.logger.LazyLoggers$LazyLoggerFactories (java.base@21-ea)
 861:             1             16  jdk.internal.math.FloatingDecimal$1 (java.base@21-ea)
 862:             1             16  jdk.internal.misc.ScopedMemoryAccess (java.base@21-ea)
 863:             1             16  jdk.internal.misc.TerminatingThreadLocal$1 (java.base@21-ea)
 864:             1             16  jdk.internal.misc.Unsafe (java.base@21-ea)
 865:             1             16  jdk.internal.module.ArchivedBootLayer (java.base@21-ea)
 866:             1             16  jdk.internal.module.ModuleLoaderMap$Mapper (java.base@21-ea)
 867:             1             16  jdk.internal.module.ModulePatcher (java.base@21-ea)
 868:             1             16  jdk.internal.module.ModuleTarget (java.base@21-ea)
 869:             1             16  jdk.internal.perf.Perf (java.base@21-ea)
 870:             1             16  jdk.internal.platform.CgroupSubsystemFactory$$Lambda/0x00007f5adc0753b0 (java.base@21-ea)
 871:             1             16  jdk.internal.platform.cgroupv1.CgroupV1Subsystem$$Lambda/0x00007f5adc0766f0 (java.base@21-ea)
 872:             1             16  jdk.internal.reflect.GeneratedSerializationConstructorAccessor1 (java.base@21-ea)
 873:             1             16  jdk.internal.reflect.GeneratedSerializationConstructorAccessor2 (java.base@21-ea)
 874:             1             16  jdk.internal.reflect.GeneratedSerializationConstructorAccessor3 (java.base@21-ea)
 875:             1             16  jdk.internal.reflect.ReflectionFactory (java.base@21-ea)
 876:             1             16  jdk.internal.util.Preconditions$1 (java.base@21-ea)
 877:             1             16  jdk.internal.util.Preconditions$2 (java.base@21-ea)
 878:             1             16  jdk.internal.util.Preconditions$3 (java.base@21-ea)
 879:             1             16  jdk.jfr.internal.SecuritySupport$$Lambda/0x00007f5adc02add8 (jdk.jfr@21-ea)
 880:             1             16  jdk.jfr.internal.SecuritySupport$Privileged (jdk.jfr@21-ea)
 881:             1             16  jdk.jfr.internal.consumer.FileAccess$UnPrivileged (jdk.jfr@21-ea)
 882:             1             16  jdk.jfr.internal.dcmd.DCmdCheck$$Lambda/0x00007f5adc034100 (jdk.jfr@21-ea)
 883:             1             16  jdk.jfr.internal.dcmd.DCmdDump$$Lambda/0x00007f5adc033ee8 (jdk.jfr@21-ea)
 884:             1             16  jdk.jfr.internal.dcmd.DCmdStart$$Lambda/0x00007f5adc02cfa8 (jdk.jfr@21-ea)
 885:             1             16  jdk.jfr.internal.dcmd.DCmdStart$$Lambda/0x00007f5adc033cd0 (jdk.jfr@21-ea)
 886:             1             16  jdk.jfr.internal.dcmd.DCmdStop$$Lambda/0x00007f5adc028d98 (jdk.jfr@21-ea)
 887:             1             16  jdk.jfr.internal.dcmd.DCmdView$$Lambda/0x00007f5adc028750 (jdk.jfr@21-ea)
 888:             1             16  jdk.jfr.internal.jfc.model.JFCModel$$Lambda/0x00007f5adc033870 (jdk.jfr@21-ea)
 889:             1             16  jdk.jfr.internal.jfc.model.JFCModel$$Lambda/0x00007f5adc033a98 (jdk.jfr@21-ea)
 890:             1             16  jdk.management.jfr.SettingDescriptorInfo$1 (jdk.management.jfr@21-ea)
 891:             1             16  jdk.net.LinuxSocketOptions (jdk.net@21-ea)
 892:             1             16  sun.management.ClassLoadingImpl (java.management@21-ea)
 893:             1             16  sun.management.ManagementFactoryHelper$$Lambda/0x00007f5adc035bb8 (java.management@21-ea)
 894:             1             16  sun.management.jmxremote.ConnectorBootstrap$PermanentExporter (jdk.management.agent@21-ea)
 895:             1             16  sun.management.jmxremote.LocalRMIServerSocketFactory (jdk.management.agent@21-ea)
 896:             1             16  sun.net.www.protocol.file.Handler (java.base@21-ea)
 897:             1             16  sun.net.www.protocol.jar.Handler (java.base@21-ea)
 898:             1             16  sun.net.www.protocol.jrt.Handler (java.base@21-ea)
 899:             1             16  sun.nio.ch.FileChannelImpl$2 (java.base@21-ea)
 900:             1             16  sun.nio.ch.FileChannelImpl$3 (java.base@21-ea)
 901:             1             16  sun.nio.ch.FileDispatcherImpl (java.base@21-ea)
 902:             1             16  sun.nio.ch.Net$1 (java.base@21-ea)
 903:             1             16  sun.nio.ch.NioSocketImpl$$Lambda/0x00007f5adc08a128 (java.base@21-ea)
 904:             1             16  sun.nio.ch.SocketDispatcher (java.base@21-ea)
 905:             1             16  sun.nio.ch.Util$1 (java.base@21-ea)
 906:             1             16  sun.nio.fs.LinuxFileSystemProvider (java.base@21-ea)
 907:             1             16  sun.nio.fs.NativeBuffers$1 (java.base@21-ea)
 908:             1             16  sun.nio.fs.UnixFileAttributes$UnixAsBasicFileAttributes (java.base@21-ea)
 909:             1             16  sun.reflect.generics.tree.LongSignature (java.base@21-ea)
 910:             1             16  sun.reflect.generics.tree.TypeVariableSignature (java.base@21-ea)
 911:             1             16  sun.reflect.generics.tree.VoidDescriptor (java.base@21-ea)
 912:             1             16  sun.rmi.runtime.Log$$Lambda/0x00007f5adc011188 (java.rmi@21-ea)
 913:             1             16  sun.rmi.runtime.Log$LoggerLogFactory (java.rmi@21-ea)
 914:             1             16  sun.rmi.runtime.RuntimeUtil (java.rmi@21-ea)
 915:             1             16  sun.rmi.runtime.RuntimeUtil$$Lambda/0x00007f5adc082430 (java.rmi@21-ea)
 916:             1             16  sun.rmi.runtime.RuntimeUtil$1 (java.rmi@21-ea)
 917:             1             16  sun.rmi.server.UnicastRef (java.rmi@21-ea)
 918:             1             16  sun.rmi.server.UnicastRef$$Lambda/0x00007f5adc013260 (java.rmi@21-ea)
 919:             1             16  sun.rmi.server.UnicastRef2 (java.rmi@21-ea)
 920:             1             16  sun.rmi.server.UnicastServerRef$$Lambda/0x00007f5adc013478 (java.rmi@21-ea)
 921:             1             16  sun.rmi.server.UnicastServerRef$$Lambda/0x00007f5adc013690 (java.rmi@21-ea)
 922:             1             16  sun.rmi.server.UnicastServerRef$$Lambda/0x00007f5adc0138a8 (java.rmi@21-ea)
 923:             1             16  sun.rmi.server.UnicastServerRef$HashToMethod_Maps (java.rmi@21-ea)
 924:             1             16  sun.rmi.server.Util$$Lambda/0x00007f5adc010558 (java.rmi@21-ea)
 925:             1             16  sun.rmi.server.Util$$Lambda/0x00007f5adc013048 (java.rmi@21-ea)
 926:             1             16  sun.rmi.server.WeakClassHashMap$ValueCell (java.rmi@21-ea)
 927:             1             16  sun.rmi.transport.DGCImpl$$Lambda/0x00007f5adc0815d8 (java.rmi@21-ea)
 928:             1             16  sun.rmi.transport.DGCImpl$$Lambda/0x00007f5adc0817f0 (java.rmi@21-ea)
 929:             1             16  sun.rmi.transport.DGCImpl$$Lambda/0x00007f5adc081a08 (java.rmi@21-ea)
 930:             1             16  sun.rmi.transport.DGCImpl$$Lambda/0x00007f5adc0846c0 (java.rmi@21-ea)
 931:             1             16  sun.rmi.transport.DGCImpl$2$$Lambda/0x00007f5adc084cf8 (java.rmi@21-ea)
 932:             1             16  sun.rmi.transport.DGCImpl_Skel (java.rmi@21-ea)
 933:             1             16  sun.rmi.transport.DGCImpl_Stub (java.rmi@21-ea)
 934:             1             16  sun.rmi.transport.ObjectTable$$Lambda/0x00007f5adc080fa0 (java.rmi@21-ea)
 935:             1             16  sun.rmi.transport.Transport$$Lambda/0x00007f5adc00c000 (java.rmi@21-ea)
 936:             1             16  sun.rmi.transport.tcp.TCPDirectSocketFactory (java.rmi@21-ea)
 937:             1             16  sun.rmi.transport.tcp.TCPEndpoint$$Lambda/0x00007f5adc01f360 (java.rmi@21-ea)
 938:             1             16  sun.rmi.transport.tcp.TCPTransport$$Lambda/0x00007f5adc00c218 (java.rmi@21-ea)
 939:             1             16  sun.rmi.transport.tcp.TCPTransport$$Lambda/0x00007f5adc00c430 (java.rmi@21-ea)
 940:             1             16  sun.rmi.transport.tcp.TCPTransport$$Lambda/0x00007f5adc00c648 (java.rmi@21-ea)
 941:             1             16  sun.rmi.transport.tcp.TCPTransport$$Lambda/0x00007f5adc00eaf0 (java.rmi@21-ea)
 942:             1             16  sun.rmi.transport.tcp.TCPTransport$1 (java.rmi@21-ea)
 943:             1             16  sun.security.provider.NativePRNG (java.base@21-ea)
 944:             1             16  sun.util.calendar.Gregorian (java.base@21-ea)
 945:             1             16  sun.util.cldr.CLDRBaseLocaleDataMetaInfo (java.base@21-ea)
 946:             1             16  sun.util.cldr.CLDRLocaleProviderAdapter$$Lambda/0x800000064 (java.base@21-ea)
 947:             1             16  sun.util.cldr.CLDRLocaleProviderAdapter$$Lambda/0x800000066 (java.base@21-ea)
 948:             1             16  sun.util.locale.InternalLocaleBuilder$CaseInsensitiveChar (java.base@21-ea)
 949:             1             16  sun.util.locale.provider.TimeZoneNameUtility$TimeZoneNameGetter (java.base@21-ea)
 950:             1             16  sun.util.logging.internal.LoggingProviderImpl (java.logging@21-ea)
 951:             1             16  sun.util.resources.LocaleData$LocaleDataStrategy (java.base@21-ea)
 952:             1             16  sun.util.resources.cldr.provider.CLDRLocaleDataMetaInfo (jdk.localedata@21-ea)
Total         67754        3236576
