764654:
 num     #instances         #bytes  class name (module)
 375:             4             96  jdk.internal.util.OperatingSystem (java.base@21-ea)
 376:             3             96  sun.reflect.generics.reflectiveObjects.TypeVariableImpl (java.base@21-ea)
 377:             3             96  sun.reflect.generics.repository.ClassRepository (java.base@21-ea)
 378:             2             80  [F (java.base@21-ea)
 379:             2             80  [Ljava.lang.OutOfMemoryError; (java.base@21-ea)
 380:             1             80  [Ljava.time.temporal.ChronoUnit; (java.base@21-ea)
 381:             1             80  [Ljava.util.concurrent.RunnableScheduledFuture; (java.base@21-ea)
 382:             2             80  [Ljava.util.stream.StreamOpFlag$Type; (java.base@21-ea)
 383:             2             80  [Lsun.security.jca.ProviderConfig; (java.base@21-ea)
 384:             2             80  [[Ljava.lang.invoke.MethodHandle; (java.base@21-ea)
 385:             2             80  com.sun.jmx.mbeanserver.DefaultMXBeanMappingFactory$TabularMapping (java.management@21-ea)
 386:             2             80  java.io.BufferedOutputStream (java.base@21-ea)
 387:             2             80  java.io.BufferedWriter (java.base@21-ea)
 388:             2             80  java.lang.ModuleLayer (java.base@21-ea)
 389:             2             80  java.lang.StackWalker (java.base@21-ea)
 390:             2             80  java.lang.module.Configuration (java.base@21-ea)
 391:             2             80  java.lang.ref.NativeReferenceQueue (java.base@21-ea)
 392:             2             80  java.net.InetAddress$CachedLookup (java.base@21-ea)
 393:             1             80  java.util.concurrent.ScheduledThreadPoolExecutor (java.base@21-ea)
 394:             1             80  java.util.concurrent.ThreadPoolExecutor (java.base@21-ea)
 395:             5             80  java.util.regex.Pattern$BranchConn (java.base@21-ea)
 396:             1             80  java.util.zip.ZipFile$Source (java.base@21-ea)
 397:             2             80  jdk.internal.math.FloatingDecimal$BinaryToASCIIBuffer (java.base@21-ea)
 398:             2             80  jdk.internal.vm.SharedThreadContainer (java.base@21-ea)
 399:             5             80  jdk.proxy1.$Proxy1 (jdk.proxy1)
 400:             2             80  sun.management.MemoryManagerImpl (java.management@21-ea)
 401:             2             80  sun.rmi.transport.WeakRef (java.rmi@21-ea)
 402:             1             80  sun.util.cldr.CLDRLocaleProviderAdapter (java.base@21-ea)
 403:             1             80  sun.util.locale.provider.JRELocaleProviderAdapter (java.base@21-ea)
 404:             1             72  [Ljavax.management.openmbean.SimpleType; (java.management@21-ea)
 405:             3             72  java.io.ObjectStreamClass$ClassDataSlot (java.base@21-ea)
 406:             3             72  java.io.OutputStreamWriter (java.base@21-ea)
 407:             3             72  java.lang.StackWalker$Option (java.base@21-ea)
 408:             3             72  java.lang.WeakPairMap (java.base@21-ea)
 409:             3             72  java.lang.annotation.RetentionPolicy (java.base@21-ea)
 410:             3             72  java.net.StandardProtocolFamily (java.base@21-ea)
 411:             3             72  java.rmi.server.ObjID (java.rmi@21-ea)
 412:             3             72  java.security.SecurityPermission (java.base@21-ea)
 413:             3             72  java.time.zone.ZoneOffsetTransitionRule$TimeDefinition (java.base@21-ea)
 414:             3             72  java.util.concurrent.ConcurrentSkipListMap$Node (java.base@21-ea)
 415:             3             72  java.util.stream.Collector$Characteristics (java.base@21-ea)
 416:             3             72  java.util.zip.ZipCoder$Comparison (java.base@21-ea)
 417:             3             72  jdk.internal.math.FloatingDecimal$ExceptionalBinaryToASCIIBuffer (java.base@21-ea)
 418:             3             72  jdk.internal.misc.Signal (java.base@21-ea)
 419:             3             72  sun.management.ManagementFactoryHelper$1 (java.management@21-ea)
 420:             3             72  sun.reflect.generics.tree.ClassSignature (java.base@21-ea)
 421:             3             72  sun.reflect.generics.tree.FormalTypeParameter (java.base@21-ea)
 422:             3             72  sun.security.provider.NativePRNG$Variant (java.base@21-ea)
 423:             2             64  [Ljava.lang.StackWalker$Option; (java.base@21-ea)
 424:             2             64  [Ljava.lang.annotation.RetentionPolicy; (java.base@21-ea)
 425:             1             64  [Ljava.lang.invoke.MethodHandleImpl$Intrinsic; (java.base@21-ea)
 426:             3             64  [Ljava.lang.reflect.TypeVariable; (java.base@21-ea)
 427:             2             64  [Ljava.nio.charset.CoderResult; (java.base@21-ea)
 428:             2             64  [Ljava.util.stream.Collector$Characteristics; (java.base@21-ea)
 429:             2             64  [Ljdk.internal.util.OperatingSystem; (java.base@21-ea)
 430:             2             64  [Lsun.nio.fs.NativeBuffer; (java.base@21-ea)
 431:             2             64  java.io.ClassCache$1 (java.base@21-ea)
 432:             2             64  java.io.FileOutputStream (java.base@21-ea)
 433:             4             64  java.lang.ClassValue$Identity (java.base@21-ea)
 434:             4             64  java.lang.ThreadLocal (java.base@21-ea)
 435:             2             64  java.lang.invoke.MethodHandles$Lookup$ClassOption (java.base@21-ea)
 436:             2             64  java.lang.invoke.VarHandleByteArrayAsInts$ArrayHandle (java.base@21-ea)
 437:             2             64  java.lang.invoke.VarHandleByteArrayAsLongs$ArrayHandle (java.base@21-ea)
 438:             2             64  java.lang.ref.ReferenceQueue$Null (java.base@21-ea)
 439:             2             64  java.net.Inet6Address$Inet6AddressHolder (java.base@21-ea)
 440:             4             64  java.rmi.server.Operation (java.rmi@21-ea)
 441:             1             64  java.security.SecureRandom (java.base@21-ea)
 442:             2             64  java.util.LinkedList (java.base@21-ea)
 443:             2             64  java.util.PropertyPermission (java.base@21-ea)
 444:             2             64  java.util.Vector (java.base@21-ea)
 445:             4             64  java.util.concurrent.ConcurrentHashMap$EntrySetView (java.base@21-ea)
 446:             4             64  java.util.concurrent.ConcurrentHashMap$ValuesView (java.base@21-ea)
 447:             1             64  java.util.logging.LogManager$RootLogger (java.logging@21-ea)
 448:             2             64  java.util.stream.FindOps$FindOp (java.base@21-ea)
 449:             1             64  java.util.zip.Inflater (java.base@21-ea)
 450:             1             64  javax.management.remote.rmi.RMIConnectorServer (java.management.rmi@21-ea)
 451:             1             64  javax.management.remote.rmi.RMIJRMPServerImpl (java.management.rmi@21-ea)
 452:             4             64  jdk.internal.module.ServicesCatalog (java.base@21-ea)
 453:             4             64  jdk.internal.util.Preconditions$4 (java.base@21-ea)
 454:             2             64  sun.nio.fs.NativeBuffer (java.base@21-ea)
 455:             2             64  sun.reflect.annotation.AnnotationType (java.base@21-ea)
 456:             2             64  sun.rmi.transport.LiveRef (java.rmi@21-ea)
 457:             2             64  sun.rmi.transport.tcp.TCPTransport (java.rmi@21-ea)
 458:             2             64  sun.security.provider.FileInputStreamPool$StreamRef (java.base@21-ea)
 459:             1             56  [Ljava.lang.Runnable; (java.base@21-ea)
 460:             1             56  [Ljava.lang.reflect.AccessFlag$Location; (java.base@21-ea)
 461:             1             56  [Ljava.nio.file.StandardOpenOption; (java.base@21-ea)
 462:             3             56  [Lsun.reflect.generics.tree.ClassTypeSignature; (java.base@21-ea)
 463:             1             56  [[I (java.base@21-ea)
 464:             1             56  java.io.ObjectInputFilter$Config$Global (java.base@21-ea)
 465:             1             56  java.lang.invoke.BoundMethodHandle$Specializer (java.base@21-ea)
 466:             1             56  java.util.jar.JarFile (java.base@21-ea)
 467:             1             56  java.util.logging.LogManager (java.logging@21-ea)
 468:             1             56  jdk.internal.org.objectweb.asm.Label (java.base@21-ea)
 469:             1             56  sun.rmi.runtime.Log$InternalStreamHandler (java.rmi@21-ea)
 470:             1             56  sun.security.provider.SHA (java.base@21-ea)
 471:             3             48  [Ljava.lang.annotation.Annotation; (java.base@21-ea)
 472:             1             48  [Ljava.lang.management.MemoryPoolMXBean; (java.management@21-ea)
 473:             1             48  [Ljava.lang.reflect.ProxyGenerator$PrimitiveTypeInfo; (java.base@21-ea)
 474:             2             48  [Ljava.net.InetAddress; (java.base@21-ea)
 475:             2             48  [Ljava.rmi.server.Operation; (java.rmi@21-ea)
 476:             1             48  [Ljava.util.concurrent.TimeUnit; (java.base@21-ea)
 477:             1             48  [Lsun.management.counter.Units; (java.management@21-ea)
 478:             1             48  [[Ljava.lang.Object; (java.base@21-ea)
 479:             2             48  com.sun.jmx.mbeanserver.ClassLoaderRepositorySupport$LoaderEntry (java.management@21-ea)
 480:             1             48  com.sun.jmx.mbeanserver.DefaultMXBeanMappingFactory$Mappings (java.management@21-ea)
 481:             1             48  com.sun.jmx.mbeanserver.MBeanIntrospector$MBeanInfoMap (java.management@21-ea)
 482:             1             48  com.sun.jmx.mbeanserver.MBeanIntrospector$PerInterfaceMap (java.management@21-ea)
 483:             2             48  com.sun.jmx.mbeanserver.WeakIdentityHashMap (java.management@21-ea)
 484:             1             48  java.io.BufferedInputStream (java.base@21-ea)
 485:             2             48  java.io.File$PathStatus (java.base@21-ea)
 486:             2             48  java.lang.NamedPackage (java.base@21-ea)
 487:             1             48  java.lang.NullPointerException (java.base@21-ea)
 488:             2             48  java.lang.ThreadLocal$ThreadLocalMap (java.base@21-ea)
 489:             1             48  java.lang.invoke.BoundMethodHandle$Specializer$Factory (java.base@21-ea)
 490:             1             48  java.lang.invoke.BoundMethodHandle$Species_LLJ (java.base@21-ea)
 491:             1             48  java.lang.invoke.BoundMethodHandle$Species_LLL (java.base@21-ea)
 492:             2             48  java.net.Inet6Address (java.base@21-ea)
 493:             3             48  java.nio.charset.CodingErrorAction (java.base@21-ea)
 494:             2             48  java.security.BasicPermissionCollection (java.base@21-ea)
 495:             2             48  java.util.ArrayDeque (java.base@21-ea)
 496:             2             48  java.util.LinkedList$Node (java.base@21-ea)
 497:             3             48  java.util.Optional (java.base@21-ea)
 498:             3             48  java.util.ResourceBundle$NoFallbackControl (java.base@21-ea)
 499:             1             48  java.util.concurrent.ConcurrentSkipListMap (java.base@21-ea)
 500:             1             48  java.util.concurrent.locks.ReentrantReadWriteLock$FairSync (java.base@21-ea)
 501:             2             48  java.util.logging.Logger$LoggerBundle (java.logging@21-ea)
 502:             2             48  java.util.logging.LoggingPermission (java.logging@21-ea)
 503:             2             48  java.util.regex.Pattern$$Lambda/0x80000002b (java.base@21-ea)
 504:             2             48  java.util.regex.Pattern$$Lambda/0x800000033 (java.base@21-ea)
 505:             2             48  java.util.regex.Pattern$Start (java.base@21-ea)
 506:             2             48  javax.management.NotificationBroadcasterSupport (java.management@21-ea)
 507:             1             48  jdk.internal.jimage.ImageHeader (java.base@21-ea)
 508:             1             48  jdk.internal.loader.URLClassPath$JarLoader (java.base@21-ea)
 509:             2             48  jdk.internal.misc.Signal$NativeHandler (java.base@21-ea)
 510:             2             48  jdk.internal.reflect.ReflectionFactory$Config (java.base@21-ea)
 511:             1             48  jdk.management.jfr.FlightRecorderMXBeanImpl (jdk.management.jfr@21-ea)
 512:             2             48  sun.nio.fs.NativeBuffer$Deallocator (java.base@21-ea)
 513:             2             48  sun.reflect.generics.scope.ClassScope (java.base@21-ea)
 514:             2             48  sun.rmi.transport.ObjectEndpoint (java.rmi@21-ea)
 515:             2             48  sun.security.jca.ProviderList (java.base@21-ea)
 516:             2             48  sun.security.jca.ProviderList$3 (java.base@21-ea)
 517:             2             48  sun.security.util.LazyCodeSourcePermissionCollection (java.base@21-ea)
 518:             1             48  sun.util.resources.TimeZoneNames (java.base@21-ea)
 519:             1             48  sun.util.resources.TimeZoneNames_en (java.base@21-ea)
 520:             1             48  sun.util.resources.cldr.TimeZoneNames (java.base@21-ea)
 521:             1             48  sun.util.resources.cldr.TimeZoneNames_en (java.base@21-ea)
 522:             2             40  [Lcom.sun.jmx.mbeanserver.ClassLoaderRepositorySupport$LoaderEntry; (java.management@21-ea)
 523:             1             40  [Ljava.lang.Thread$State; (java.base@21-ea)
 524:             1             40  [Ljava.lang.invoke.VarHandle$AccessType; (java.base@21-ea)
 525:             1             40  [Ljava.lang.management.MemoryManagerMXBean; (java.management@21-ea)
 526:             2             40  [Ljava.time.zone.ZoneOffsetTransitionRule; (java.base@21-ea)
 527:             1             40  [Ljava.util.stream.StreamOpFlag; (java.base@21-ea)
 528:             1             40  [Lsun.util.locale.provider.LocaleProviderAdapter$Type; (java.base@21-ea)
 529:             1             40  [[Ljava.lang.invoke.LambdaForm$Name; (java.base@21-ea)
 530:             1             40  com.sun.jmx.interceptor.DefaultMBeanServerInterceptor (java.management@21-ea)
 531:             1             40  com.sun.jmx.mbeanserver.JmxMBeanServer (java.management@21-ea)
 532:             1             40  com.sun.jmx.mbeanserver.MBeanServerDelegateImpl (java.management@21-ea)
 533:             1             40  com.sun.management.internal.DiagnosticCommandImpl (jdk.management@21-ea)
 534:             1             40  com.sun.management.internal.OperatingSystemImpl$ProcessCpuTicks (jdk.management@21-ea)
 535:             1             40  com.sun.management.internal.OperatingSystemImpl$SystemCpuTicks (jdk.management@21-ea)
 536:             1             40  java.io.FilePermission (java.base@21-ea)
 537:             1             40  java.io.ObjectStreamClass$FieldReflector (java.base@21-ea)
 538:             1             40  java.io.RandomAccessFile (java.base@21-ea)
 539:             1             40  java.lang.ArithmeticException (java.base@21-ea)
 540:             1             40  java.lang.Exception (java.base@21-ea)
 541:             1             40  java.lang.Package$VersionInfo (java.base@21-ea)
 542:             1             40  java.lang.VirtualMachineError (java.base@21-ea)
 543:             1             40  java.lang.invoke.VarHandleBooleans$FieldInstanceReadWrite (java.base@21-ea)
 544:             1             40  java.lang.invoke.VarHandleLongs$FieldInstanceReadWrite (java.base@21-ea)
 545:             1             40  java.net.Socket (java.base@21-ea)
 546:             1             40  java.time.zone.ZoneRules (java.base@21-ea)
 547:             1             40  java.util.ResourceBundle$2 (java.base@21-ea)
 548:             1             40  jdk.internal.event.SecurityProviderServiceEvent (java.base@21-ea)
 549:             1             40  jdk.internal.loader.URLClassPath (java.base@21-ea)
 550:             1             40  jdk.internal.platform.cgroupv1.CgroupV1Subsystem (java.base@21-ea)
 551:             1             40  jdk.internal.ref.Cleaner (java.base@21-ea)
 552:             1             40  jdk.internal.ref.CleanerImpl$CleanerCleanable (java.base@21-ea)
 553:             1             40  sun.security.util.KnownOIDs$1 (java.base@21-ea)
 554:             1             40  sun.security.util.KnownOIDs$10 (java.base@21-ea)
 555:             1             40  sun.security.util.KnownOIDs$2 (java.base@21-ea)
 556:             1             40  sun.security.util.KnownOIDs$3 (java.base@21-ea)
 557:             1             40  sun.security.util.KnownOIDs$4 (java.base@21-ea)
 558:             1             40  sun.security.util.KnownOIDs$5 (java.base@21-ea)
 559:             1             40  sun.security.util.KnownOIDs$6 (java.base@21-ea)
 560:             1             40  sun.security.util.KnownOIDs$7 (java.base@21-ea)
 561:             1             40  sun.security.util.KnownOIDs$8 (java.base@21-ea)
 562:             1             40  sun.security.util.KnownOIDs$9 (java.base@21-ea)
 563:             1             40  sun.util.resources.Bundles$1 (java.base@21-ea)
 564:             1             32  [Ljava.io.ObjectStreamClass$ClassDataSlot; (java.base@21-ea)
 565:             2             32  [Ljava.lang.StackTraceElement; (java.base@21-ea)
 566:             1             32  [Ljava.lang.ThreadGroup; (java.base@21-ea)
 567:             1             32  [Ljava.lang.module.ModuleDescriptor$Modifier; (java.base@21-ea)
 568:             1             32  [Ljava.lang.module.ModuleDescriptor$Requires$Modifier; (java.base@21-ea)
 569:             1             32  [Ljava.lang.ref.WeakReference; (java.base@21-ea)
 570:             1             32  [Ljava.net.StandardProtocolFamily; (java.base@21-ea)
 571:             1             32  [Ljava.time.zone.ZoneOffsetTransitionRule$TimeDefinition; (java.base@21-ea)
 572:             1             32  [Ljava.util.regex.Pattern$Qtype; (java.base@21-ea)
 573:             1             32  [Ljava.util.stream.StreamShape; (java.base@21-ea)
 574:             1             32  [Ljava.util.zip.ZipCoder$Comparison; (java.base@21-ea)
 575:             1             32  [Ljdk.internal.logger.BootstrapLogger$LoggingBackend; (java.base@21-ea)
 576:             1             32  [Ljdk.internal.module.ServicesCatalog; (java.base@21-ea)
 577:             1             32  [Lsun.security.provider.NativePRNG$Variant; (java.base@21-ea)
 578:             1             32  com.sun.jmx.mbeanserver.Repository (java.management@21-ea)
 579:             1             32  com.sun.management.internal.OperatingSystemImpl (jdk.management@21-ea)
 580:             2             32  java.lang.Boolean (java.base@21-ea)
 581:             1             32  java.lang.Module$ArchivedData (java.base@21-ea)
 582:             1             32  java.lang.Package (java.base@21-ea)
 583:             2             32  java.lang.Shutdown$Lock (java.base@21-ea)
 584:             1             32  java.lang.invoke.VarHandleByteArrayAsChars$ArrayHandle (java.base@21-ea)
 585:             1             32  java.lang.invoke.VarHandleByteArrayAsDoubles$ArrayHandle (java.base@21-ea)
 586:             1             32  java.lang.invoke.VarHandleByteArrayAsFloats$ArrayHandle (java.base@21-ea)
 587:             1             32  java.lang.invoke.VarHandleByteArrayAsShorts$ArrayHandle (java.base@21-ea)
 588:             1             32  java.lang.module.ModuleDescriptor$Version (java.base@21-ea)
 589:             2             32  java.lang.ref.NativeReferenceQueue$Lock (java.base@21-ea)
 590:             1             32  java.net.InetAddress$CachedLocalHost (java.base@21-ea)
 591:             2             32  java.nio.ByteOrder (java.base@21-ea)
 592:             1             32  java.nio.DirectByteBuffer$Deallocator (java.base@21-ea)
 593:             1             32  java.security.MessageDigest$Delegate$CloneableDelegate (java.base@21-ea)
 594:             2             32  java.security.SecureClassLoader$CodeSourceKey (java.base@21-ea)
 595:             2             32  java.util.HashMap$KeySet (java.base@21-ea)
 596:             2             32  java.util.HashMap$Values (java.base@21-ea)
 597:             2             32  java.util.IdentityHashMap$KeySet (java.base@21-ea)
 598:             2             32  java.util.LinkedHashSet (java.base@21-ea)
 599:             2             32  java.util.ResourceBundle$SingleFormatControl (java.base@21-ea)
 600:             2             32  java.util.TreeSet (java.base@21-ea)
 601:             2             32  java.util.WeakHashMap$KeySet (java.base@21-ea)
 602:             1             32  java.util.concurrent.ScheduledThreadPoolExecutor$DelayedWorkQueue (java.base@21-ea)
 603:             1             32  java.util.concurrent.SynchronousQueue (java.base@21-ea)
 604:             1             32  java.util.concurrent.ThreadLocalRandom (java.base@21-ea)
 605:             1             32  java.util.concurrent.atomic.LongAdder (java.base@21-ea)
 606:             1             32  java.util.concurrent.locks.AbstractQueuedSynchronizer$ConditionNode (java.base@21-ea)
 607:             1             32  java.util.concurrent.locks.AbstractQueuedSynchronizer$ExclusiveNode (java.base@21-ea)
 608:             1             32  java.util.zip.ZipCoder$UTF8ZipCoder (java.base@21-ea)
 609:             1             32  java.util.zip.ZipFile$CleanableResource (java.base@21-ea)
 610:             1             32  javax.management.remote.JMXServiceURL (java.management@21-ea)
 611:             1             32  jdk.internal.loader.ArchivedClassLoaders (java.base@21-ea)
 612:             1             32  jdk.internal.module.ArchivedModuleGraph (java.base@21-ea)
 613:             1             32  jdk.internal.org.objectweb.asm.ConstantDynamic (java.base@21-ea)
 614:             1             32  jdk.internal.org.objectweb.asm.Handle (java.base@21-ea)
 615:             1             32  jdk.internal.platform.cgroupv1.CgroupV1MemorySubSystemController (java.base@21-ea)
 616:             1             32  jdk.net.ExtendedSocketOptions$1 (jdk.net@21-ea)
 617:             1             32  sun.management.jmxremote.LocalRMIServerSocketFactory$1 (jdk.management.agent@21-ea)
 618:             1             32  sun.nio.fs.LinuxFileSystem (java.base@21-ea)
 619:             1             32  sun.rmi.server.UnicastServerRef (java.rmi@21-ea)
 620:             1             32  sun.rmi.server.UnicastServerRef2 (java.rmi@21-ea)
 621:             1             32  sun.rmi.transport.tcp.TCPTransport$AcceptLoop (java.rmi@21-ea)
 622:             2             32  sun.security.provider.FileInputStreamPool$UnclosableInputStream (java.base@21-ea)
 623:             1             32  sun.security.provider.SecureRandom (java.base@21-ea)
 624:             2             32  sun.util.resources.LocaleData (java.base@21-ea)
 625:             1             24  [Ljava.io.File$PathStatus; (java.base@21-ea)
 626:             1             24  [Ljava.lang.invoke.MethodHandles$Lookup$ClassOption; (java.base@21-ea)
 627:             1             24  [Ljava.net.InetSocketAddress; (java.base@21-ea)
 628:             1             24  [Ljava.net.URL; (java.base@21-ea)
 629:             1             24  [Ljava.util.Locale$Category; (java.base@21-ea)
 630:             1             24  [Ljava.util.jar.Manifest; (java.base@21-ea)
 631:             1             24  com.sun.jmx.mbeanserver.ClassLoaderRepositorySupport (java.management@21-ea)
 632:             1             24  com.sun.jmx.mbeanserver.MXBeanLookup (java.management@21-ea)
 633:             1             24  com.sun.management.internal.HotSpotThreadImpl (jdk.management@21-ea)
 634:             1             24  com.sun.management.internal.PlatformMBeanProviderImpl$2 (jdk.management@21-ea)
 635:             1             24  com.sun.management.internal.PlatformMBeanProviderImpl$5 (jdk.management@21-ea)
 636:             1             24  java.io.ObjectStreamClass$Caches$1 (java.base@21-ea)
 637:             1             24  java.io.ObjectStreamClass$Caches$2 (java.base@21-ea)
 638:             1             24  java.io.ObjectStreamClass$FieldReflectorKey (java.base@21-ea)
 639:             1             24  java.io.UnixFileSystem (java.base@21-ea)
 640:             1             24  java.lang.Double (java.base@21-ea)
 641:             1             24  java.lang.StringBuilder (java.base@21-ea)
 642:             1             24  java.lang.invoke.MethodType$ConcurrentWeakInternSet (java.base@21-ea)
 643:             1             24  java.lang.invoke.VarHandles$1 (java.base@21-ea)
 644:             1             24  java.lang.reflect.Proxy$1 (java.base@21-ea)
 645:             1             24  java.lang.reflect.ReflectPermission (java.base@21-ea)
 646:             1             24  java.net.Inet6AddressImpl (java.base@21-ea)
 647:             1             24  java.net.SocketPermissionCollection (java.base@21-ea)
 648:             1             24  java.time.ZoneRegion (java.base@21-ea)
 649:             1             24  java.time.zone.TzdbZoneRulesProvider (java.base@21-ea)
 650:             1             24  java.util.Collections$EmptyMap (java.base@21-ea)
 651:             1             24  java.util.Collections$SynchronizedCollection (java.base@21-ea)
 652:             1             24  java.util.Locale$Cache (java.base@21-ea)
 653:             1             24  java.util.ResourceBundle$Control$CandidateListCache (java.base@21-ea)
 654:             1             24  java.util.concurrent.locks.ReentrantReadWriteLock (java.base@21-ea)
 655:             1             24  java.util.jar.Manifest (java.base@21-ea)
 656:             1             24  java.util.logging.LogManager$LoggerContext (java.logging@21-ea)
 657:             1             24  java.util.logging.LogManager$SystemLoggerContext (java.logging@21-ea)
 658:             1             24  java.util.regex.Pattern$Dollar (java.base@21-ea)
 659:             1             24  java.util.zip.Inflater$InflaterZStreamRef (java.base@21-ea)
 660:             1             24  java.util.zip.ZipFile$Source$Key (java.base@21-ea)
 661:             1             24  jdk.internal.jimage.ImageReader (java.base@21-ea)
 662:             1             24  jdk.internal.logger.BootstrapLogger$RedirectedLoggers (java.base@21-ea)
 663:             1             24  jdk.internal.module.ModuleHashes (java.base@21-ea)
 664:             1             24  jdk.internal.module.SystemModuleFinders$SystemModuleFinder (java.base@21-ea)
 665:             1             24  jdk.internal.platform.CgroupV1MetricsImpl (java.base@21-ea)
 666:             1             24  jdk.internal.ref.CleanerImpl (java.base@21-ea)
 667:             1             24  jdk.internal.vm.ThreadContainers$RootContainer$TrackingRootContainer (java.base@21-ea)
 668:             1             24  jdk.jfr.internal.management.StreamManager (jdk.jfr@21-ea)
 669:             1             24  jdk.management.jfr.internal.FlightRecorderMXBeanProvider$SingleMBeanComponent (jdk.management.jfr@21-ea)
 670:             1             24  sun.management.CompilationImpl (java.management@21-ea)
 671:             1             24  sun.management.ManagementFactoryHelper$LoggingMXBeanAccess (java.management@21-ea)
 672:             1             24  sun.management.ManagementFactoryHelper$PlatformLoggingImpl (java.management@21-ea)
 673:             1             24  sun.management.MemoryImpl (java.management@21-ea)
 674:             1             24  sun.management.RuntimeImpl (java.management@21-ea)
 675:             1             24  sun.management.VMManagementImpl (java.management@21-ea)
 676:             1             24  sun.net.sdp.SdpProvider (java.base@21-ea)
 677:             1             24  sun.nio.ch.Util$BufferCache (java.base@21-ea)
 678:             1             24  sun.nio.cs.ISO_8859_1 (java.base@21-ea)
 679:             1             24  sun.nio.cs.StandardCharsets (java.base@21-ea)
 680:             1             24  sun.nio.cs.US_ASCII (java.base@21-ea)
 681:             1             24  sun.nio.cs.UTF_16 (java.base@21-ea)
 682:             1             24  sun.nio.cs.UTF_16BE (java.base@21-ea)
 683:             1             24  sun.nio.cs.UTF_16LE (java.base@21-ea)
 684:             1             24  sun.nio.cs.UTF_8 (java.base@21-ea)
 685:             1             24  sun.rmi.transport.DGCImpl (java.rmi@21-ea)
 686:             1             24  sun.util.cldr.CLDRTimeZoneNameProviderImpl (java.base@21-ea)
 687:             1             24  sun.util.locale.BaseLocale$Cache (java.base@21-ea)
 688:             1             24  sun.util.locale.provider.LocaleServiceProviderPool (java.base@21-ea)
 689:             1             24  sun.util.locale.provider.TimeZoneNameProviderImpl (java.base@21-ea)
 690:             1             16  [Ljava.lang.Throwable; (java.base@21-ea)
 691:             1             16  [Ljava.nio.file.attribute.FileAttribute; (java.base@21-ea)
 692:             1             16  [Ljava.security.Provider; (java.base@21-ea)
 693:             1             16  [Ljava.security.cert.Certificate; (java.base@21-ea)
 694:             1             16  [Ljava.util.logging.Handler; (java.logging@21-ea)
 695:             1             16  com.sun.jmx.interceptor.DefaultMBeanServerInterceptor$ResourceContext$1 (java.management@21-ea)
 696:             1             16  com.sun.jmx.mbeanserver.DefaultMXBeanMappingFactory (java.management@21-ea)
 697:             1             16  com.sun.jmx.mbeanserver.DescriptorCache (java.management@21-ea)
 698:             1             16  com.sun.jmx.mbeanserver.MBeanAnalyzer$MethodOrder (java.management@21-ea)
 699:             1             16  com.sun.jmx.mbeanserver.MBeanInstantiator (java.management@21-ea)
 700:             1             16  com.sun.jmx.mbeanserver.MXBeanIntrospector (java.management@21-ea)
 701:             1             16  com.sun.jmx.mbeanserver.SecureClassLoaderRepository (java.management@21-ea)
 702:             1             16  com.sun.management.internal.HotSpotDiagnostic (jdk.management@21-ea)
 703:             1             16  com.sun.management.internal.PlatformMBeanProviderImpl$$Lambda/0x00007f5adc053708 (jdk.management@21-ea)
 704:             1             16  com.sun.management.internal.PlatformMBeanProviderImpl$1 (jdk.management@21-ea)
 705:             1             16  com.sun.management.internal.PlatformMBeanProviderImpl$3 (jdk.management@21-ea)
 706:             1             16  com.sun.management.internal.PlatformMBeanProviderImpl$4 (jdk.management@21-ea)
 707:             1             16  java.io.FileDescriptor$1 (java.base@21-ea)
 708:             1             16  java.io.FilePermission$1 (java.base@21-ea)
 709:             1             16  java.io.ObjectInputFilter$Config$$Lambda/0x00007f5adc03dd08 (java.base@21-ea)
 710:             1             16  java.io.ObjectInputFilter$Config$$Lambda/0x00007f5adc03df20 (java.base@21-ea)
 711:             1             16  java.io.ObjectInputFilter$Config$$Lambda/0x00007f5adc03e570 (java.base@21-ea)
 712:             1             16  java.io.ObjectInputFilter$Config$BuiltinFilterFactory (java.base@21-ea)
 713:             1             16  java.io.ObjectInputFilter$Config$Global$$Lambda/0x00007f5adc03ebe8 (java.base@21-ea)
 714:             1             16  java.io.ObjectInputFilter$Config$Global$$Lambda/0x00007f5adc03ee28 (java.base@21-ea)
 715:             1             16  java.io.PrintStream$1 (java.base@21-ea)
 716:             1             16  java.io.RandomAccessFile$2 (java.base@21-ea)
 717:             1             16  java.lang.ApplicationShutdownHooks$1 (java.base@21-ea)
 718:             1             16  java.lang.CharacterDataLatin1 (java.base@21-ea)
 719:             1             16  java.lang.Class$$Lambda/0x00007f5adc039ae0 (java.base@21-ea)
 720:             1             16  java.lang.Float (java.base@21-ea)
 721:             1             16  java.lang.Module$$Lambda/0x00007f5adc079ec0 (java.base@21-ea)
 722:             1             16  java.lang.Runtime (java.base@21-ea)
 723:             1             16  java.lang.String$CaseInsensitiveComparator (java.base@21-ea)
 724:             1             16  java.lang.System$2 (java.base@21-ea)
 725:             1             16  java.lang.System$LoggerFinder$$Lambda/0x00007f5adc021bd8 (java.base@21-ea)
 726:             1             16  java.lang.Terminator$1 (java.base@21-ea)
 727:             1             16  java.lang.invoke.ClassSpecializer$1 (java.base@21-ea)
 728:             1             16  java.lang.invoke.MemberName$Factory (java.base@21-ea)
 729:             1             16  java.lang.invoke.MethodHandleImpl$1 (java.base@21-ea)
 730:             1             16  java.lang.management.DefaultPlatformMBeanProvider$1 (java.management@21-ea)
