762911:
 num     #instances         #bytes  class name (module)
 376:             7            112  java.util.regex.Pattern$$Lambda/0x800000032 (java.base@21-ea)
 377:             2            112  sun.rmi.transport.Target (java.rmi@21-ea)
 378:             1            104  [Ljava.lang.reflect.ClassFileFormatVersion; (java.base@21-ea)
 379:             2            104  [Lsun.util.logging.PlatformLogger$Level; (java.base@21-ea)
 380:             1            104  java.util.jar.JarFile$JarFileEntry (java.base@21-ea)
 381:             1            104  jdk.internal.loader.ClassLoaders$AppClassLoader (java.base@21-ea)
 382:             1            104  jdk.internal.loader.ClassLoaders$BootClassLoader (java.base@21-ea)
 383:             1            104  jdk.internal.loader.ClassLoaders$PlatformClassLoader (java.base@21-ea)
 384:             1            104  sun.security.jca.ProviderList$1 (java.base@21-ea)
 385:             1            104  sun.security.provider.Sun (java.base@21-ea)
 386:             2             96  [Ljava.lang.System$Logger$Level; (java.base@21-ea)
 387:             2             96  [Ljava.time.DayOfWeek; (java.base@21-ea)
 388:             6             96  [Lpicocli.CommandLine$ITypeConverter;
 389:             1             96  [Lsun.util.locale.BaseLocale; (java.base@21-ea)
 390:             3             96  java.io.FileInputStream (java.base@21-ea)
 391:             2             96  java.io.PrintStream (java.base@21-ea)
 392:             4             96  java.lang.ClassValue$Version (java.base@21-ea)
 393:             3             96  java.lang.Runtime$Version (java.base@21-ea)
 394:             4             96  java.lang.module.ModuleDescriptor$Opens (java.base@21-ea)
 395:             4             96  java.time.format.DateTimeFormatterBuilder$OffsetIdPrinterParser (java.base@21-ea)
 396:             4             96  java.time.format.DateTimeFormatterBuilder$SettingsParser (java.base@21-ea)
 397:             2             96  java.time.zone.ZoneOffsetTransitionRule (java.base@21-ea)
 398:             4             96  java.util.Collections$SetFromMap (java.base@21-ea)
 399:             3             96  java.util.Collections$SynchronizedMap (java.base@21-ea)
 400:             3             96  java.util.HexFormat (java.base@21-ea)
 401:             2             96  java.util.Locale$Category (java.base@21-ea)
 402:             4             96  java.util.regex.Pattern$$Lambda/0x00007fbea804abd0 (java.base@21-ea)
 403:             4             96  java.util.regex.Pattern$Qtype (java.base@21-ea)
 404:             4             96  java.util.stream.StreamShape (java.base@21-ea)
 405:             3             96  javax.management.MBeanConstructorInfo (java.management@21-ea)
 406:             2             96  javax.management.openmbean.TabularType (java.management@21-ea)
 407:             1             96  jdk.internal.jimage.ImageReader$SharedImageReader (java.base@21-ea)
 408:             6             96  jdk.internal.loader.ClassLoaderValue (java.base@21-ea)
 409:             3             96  jdk.internal.reflect.MethodHandleLongFieldAccessorImpl (java.base@21-ea)
 410:             3             96  jdk.internal.util.ClassFileDumper (java.base@21-ea)
 411:             4             96  jdk.internal.util.OperatingSystem (java.base@21-ea)
 412:             6             96  jdk.proxy1.$Proxy1 (jdk.proxy1)
 413:             6             96  jdk.proxy2.$Proxy4 (jdk.proxy2)
 414:             4             96  picocli.CommandLine$TraceLevel
 415:             3             96  sun.reflect.generics.reflectiveObjects.TypeVariableImpl (java.base@21-ea)
 416:             3             96  sun.reflect.generics.repository.ClassRepository (java.base@21-ea)
 417:             2             80  [F (java.base@21-ea)
 418:             2             80  [Ljava.lang.OutOfMemoryError; (java.base@21-ea)
 419:             1             80  [Ljava.time.temporal.ChronoUnit; (java.base@21-ea)
 420:             1             80  [Ljava.util.concurrent.RunnableScheduledFuture; (java.base@21-ea)
 421:             2             80  [Ljava.util.stream.StreamOpFlag$Type; (java.base@21-ea)
 422:             2             80  [Lsun.security.jca.ProviderConfig; (java.base@21-ea)
 423:             2             80  [[Ljava.lang.invoke.MethodHandle; (java.base@21-ea)
 424:             2             80  com.sun.jmx.mbeanserver.DefaultMXBeanMappingFactory$TabularMapping (java.management@21-ea)
 425:             2             80  java.io.BufferedOutputStream (java.base@21-ea)
 426:             2             80  java.io.BufferedWriter (java.base@21-ea)
 427:             2             80  java.lang.ModuleLayer (java.base@21-ea)
 428:             2             80  java.lang.StackWalker (java.base@21-ea)
 429:             2             80  java.lang.module.Configuration (java.base@21-ea)
 430:             2             80  java.lang.ref.NativeReferenceQueue (java.base@21-ea)
 431:             2             80  java.net.InetAddress$CachedLookup (java.base@21-ea)
 432:             2             80  java.util.Collections$SingletonMap (java.base@21-ea)
 433:             1             80  java.util.concurrent.ScheduledThreadPoolExecutor (java.base@21-ea)
 434:             1             80  java.util.concurrent.ThreadPoolExecutor (java.base@21-ea)
 435:             1             80  java.util.zip.ZipFile$Source (java.base@21-ea)
 436:             2             80  jdk.internal.math.FloatingDecimal$BinaryToASCIIBuffer (java.base@21-ea)
 437:             2             80  jdk.internal.vm.SharedThreadContainer (java.base@21-ea)
 438:             2             80  picocli.CommandLine$Model$ParserSpec
 439:             2             80  sun.management.MemoryManagerImpl (java.management@21-ea)
 440:             2             80  sun.rmi.transport.WeakRef (java.rmi@21-ea)
 441:             1             80  sun.util.cldr.CLDRLocaleProviderAdapter (java.base@21-ea)
 442:             1             80  sun.util.locale.provider.JRELocaleProviderAdapter (java.base@21-ea)
 443:             1             72  [Ljavax.management.openmbean.SimpleType; (java.management@21-ea)
 444:             3             72  java.io.ObjectStreamClass$ClassDataSlot (java.base@21-ea)
 445:             3             72  java.io.OutputStreamWriter (java.base@21-ea)
 446:             3             72  java.lang.NamedPackage (java.base@21-ea)
 447:             3             72  java.lang.ProcessImpl$LaunchMechanism (java.base@21-ea)
 448:             3             72  java.lang.StackWalker$Option (java.base@21-ea)
 449:             3             72  java.lang.WeakPairMap (java.base@21-ea)
 450:             3             72  java.lang.annotation.RetentionPolicy (java.base@21-ea)
 451:             3             72  java.net.StandardProtocolFamily (java.base@21-ea)
 452:             3             72  java.rmi.server.ObjID (java.rmi@21-ea)
 453:             3             72  java.security.SecurityPermission (java.base@21-ea)
 454:             3             72  java.time.Instant (java.base@21-ea)
 455:             3             72  java.time.format.ResolverStyle (java.base@21-ea)
 456:             3             72  java.time.zone.ZoneOffsetTransitionRule$TimeDefinition (java.base@21-ea)
 457:             3             72  java.util.LinkedHashMap$LinkedEntrySet (java.base@21-ea)
 458:             3             72  java.util.concurrent.ConcurrentSkipListMap$Node (java.base@21-ea)
 459:             3             72  java.util.regex.Pattern$Start (java.base@21-ea)
 460:             3             72  java.util.stream.Collector$Characteristics (java.base@21-ea)
 461:             3             72  java.util.zip.ZipCoder$Comparison (java.base@21-ea)
 462:             3             72  jdk.internal.math.FloatingDecimal$ExceptionalBinaryToASCIIBuffer (java.base@21-ea)
 463:             3             72  jdk.internal.misc.Signal (java.base@21-ea)
 464:             3             72  picocli.CommandLine$Help$Ansi
 465:             3             72  picocli.CommandLine$Help$Visibility
 466:             1             72  picocli.CommandLine$ParseResult
 467:             1             72  picocli.CommandLine$ParseResult$Builder
 468:             3             72  sun.management.ManagementFactoryHelper$1 (java.management@21-ea)
 469:             3             72  sun.reflect.generics.tree.ClassSignature (java.base@21-ea)
 470:             3             72  sun.reflect.generics.tree.FormalTypeParameter (java.base@21-ea)
 471:             3             72  sun.security.provider.NativePRNG$Variant (java.base@21-ea)
 472:             3             72  sun.security.util.LazyCodeSourcePermissionCollection (java.base@21-ea)
 473:             2             64  [Ljava.lang.StackWalker$Option; (java.base@21-ea)
 474:             2             64  [Ljava.lang.annotation.RetentionPolicy; (java.base@21-ea)
 475:             1             64  [Ljava.lang.invoke.MethodHandleImpl$Intrinsic; (java.base@21-ea)
 476:             3             64  [Ljava.lang.reflect.TypeVariable; (java.base@21-ea)
 477:             2             64  [Ljava.nio.charset.CoderResult; (java.base@21-ea)
 478:             2             64  [Ljava.util.stream.Collector$Characteristics; (java.base@21-ea)
 479:             2             64  [Ljdk.internal.util.OperatingSystem; (java.base@21-ea)
 480:             2             64  [Lpicocli.CommandLine$Help$Visibility;
 481:             2             64  [Lsun.nio.fs.NativeBuffer; (java.base@21-ea)
 482:             2             64  java.io.ClassCache$1 (java.base@21-ea)
 483:             2             64  java.io.FileOutputStream (java.base@21-ea)
 484:             4             64  java.lang.ClassValue$Identity (java.base@21-ea)
 485:             2             64  java.lang.Package (java.base@21-ea)
 486:             4             64  java.lang.ThreadLocal (java.base@21-ea)
 487:             2             64  java.lang.invoke.MethodHandles$Lookup$ClassOption (java.base@21-ea)
 488:             2             64  java.lang.invoke.VarHandleByteArrayAsInts$ArrayHandle (java.base@21-ea)
 489:             2             64  java.lang.invoke.VarHandleByteArrayAsLongs$ArrayHandle (java.base@21-ea)
 490:             2             64  java.lang.ref.ReferenceQueue$Null (java.base@21-ea)
 491:             2             64  java.net.Inet6Address$Inet6AddressHolder (java.base@21-ea)
 492:             4             64  java.rmi.server.Operation (java.rmi@21-ea)
 493:             1             64  java.security.SecureRandom (java.base@21-ea)
 494:             2             64  java.time.format.DateTimeFormatterBuilder$TextPrinterParser (java.base@21-ea)
 495:             2             64  java.time.temporal.IsoFields$Unit (java.base@21-ea)
 496:             2             64  java.util.LinkedList (java.base@21-ea)
 497:             2             64  java.util.PropertyPermission (java.base@21-ea)
 498:             2             64  java.util.Vector (java.base@21-ea)
 499:             4             64  java.util.concurrent.ConcurrentHashMap$EntrySetView (java.base@21-ea)
 500:             4             64  java.util.concurrent.ConcurrentHashMap$ValuesView (java.base@21-ea)
 501:             1             64  java.util.logging.LogManager$RootLogger (java.logging@21-ea)
 502:             2             64  java.util.stream.FindOps$FindOp (java.base@21-ea)
 503:             1             64  java.util.zip.Inflater (java.base@21-ea)
 504:             1             64  javax.management.remote.rmi.RMIConnectorServer (java.management.rmi@21-ea)
 505:             1             64  javax.management.remote.rmi.RMIJRMPServerImpl (java.management.rmi@21-ea)
 506:             4             64  jdk.internal.module.ServicesCatalog (java.base@21-ea)
 507:             4             64  jdk.internal.util.Preconditions$4 (java.base@21-ea)
 508:             1             64  picocli.CommandLine
 509:             2             64  picocli.CommandLine$Help$ColorScheme
 510:             2             64  sun.nio.fs.NativeBuffer (java.base@21-ea)
 511:             2             64  sun.rmi.transport.LiveRef (java.rmi@21-ea)
 512:             2             64  sun.rmi.transport.tcp.TCPTransport (java.rmi@21-ea)
 513:             2             64  sun.security.provider.FileInputStreamPool$StreamRef (java.base@21-ea)
 514:             1             56  [Ljava.lang.Runnable; (java.base@21-ea)
 515:             1             56  [Ljava.lang.reflect.AccessFlag$Location; (java.base@21-ea)
 516:             1             56  [Ljava.nio.file.StandardOpenOption; (java.base@21-ea)
 517:             3             56  [Lsun.reflect.generics.tree.ClassTypeSignature; (java.base@21-ea)
 518:             1             56  [[I (java.base@21-ea)
 519:             1             56  java.io.ObjectInputFilter$Config$Global (java.base@21-ea)
 520:             1             56  java.lang.invoke.BoundMethodHandle$Specializer (java.base@21-ea)
 521:             1             56  java.util.jar.JarFile (java.base@21-ea)
 522:             1             56  java.util.logging.LogManager (java.logging@21-ea)
 523:             1             56  jdk.internal.org.objectweb.asm.Label (java.base@21-ea)
 524:             1             56  sun.rmi.runtime.Log$InternalStreamHandler (java.rmi@21-ea)
 525:             1             56  sun.security.provider.SHA (java.base@21-ea)
 526:             3             48  [Ljava.lang.annotation.Annotation; (java.base@21-ea)
 527:             1             48  [Ljava.lang.management.MemoryPoolMXBean; (java.management@21-ea)
 528:             1             48  [Ljava.lang.reflect.ProxyGenerator$PrimitiveTypeInfo; (java.base@21-ea)
 529:             2             48  [Ljava.net.InetAddress; (java.base@21-ea)
 530:             2             48  [Ljava.rmi.server.Operation; (java.rmi@21-ea)
 531:             1             48  [Ljava.util.concurrent.TimeUnit; (java.base@21-ea)
 532:             1             48  [Lsun.management.counter.Units; (java.management@21-ea)
 533:             1             48  [[Ljava.lang.Object; (java.base@21-ea)
 534:             2             48  com.sun.jmx.mbeanserver.ClassLoaderRepositorySupport$LoaderEntry (java.management@21-ea)
 535:             1             48  com.sun.jmx.mbeanserver.DefaultMXBeanMappingFactory$Mappings (java.management@21-ea)
 536:             1             48  com.sun.jmx.mbeanserver.MBeanIntrospector$MBeanInfoMap (java.management@21-ea)
 537:             1             48  com.sun.jmx.mbeanserver.MBeanIntrospector$PerInterfaceMap (java.management@21-ea)
 538:             2             48  com.sun.jmx.mbeanserver.WeakIdentityHashMap (java.management@21-ea)
 539:             1             48  java.io.BufferedInputStream (java.base@21-ea)
 540:             2             48  java.io.File$PathStatus (java.base@21-ea)
 541:             1             48  java.lang.NullPointerException (java.base@21-ea)
 542:             2             48  java.lang.StringBuilder (java.base@21-ea)
 543:             2             48  java.lang.ThreadLocal$ThreadLocalMap (java.base@21-ea)
 544:             1             48  java.lang.invoke.BoundMethodHandle$Specializer$Factory (java.base@21-ea)
 545:             1             48  java.lang.invoke.BoundMethodHandle$Species_LLJ (java.base@21-ea)
 546:             1             48  java.lang.invoke.BoundMethodHandle$Species_LLL (java.base@21-ea)
 547:             2             48  java.net.Inet6Address (java.base@21-ea)
 548:             3             48  java.nio.charset.CodingErrorAction (java.base@21-ea)
 549:             2             48  java.security.BasicPermissionCollection (java.base@21-ea)
 550:             3             48  java.security.SecureClassLoader$CodeSourceKey (java.base@21-ea)
 551:             2             48  java.sql.SQLPermission (java.sql@21-ea)
 552:             2             48  java.time.OffsetDateTime (java.base@21-ea)
 553:             2             48  java.time.OffsetTime (java.base@21-ea)
 554:             3             48  java.time.format.DateTimeFormatterBuilder$StringLiteralPrinterParser (java.base@21-ea)
 555:             2             48  java.time.format.DateTimeFormatterBuilder$ZoneIdPrinterParser (java.base@21-ea)
 556:             2             48  java.time.format.DateTimeTextProvider$LocaleStore (java.base@21-ea)
 557:             2             48  java.util.ArrayDeque (java.base@21-ea)
 558:             2             48  java.util.LinkedList$Node (java.base@21-ea)
 559:             3             48  java.util.Optional (java.base@21-ea)
 560:             3             48  java.util.ResourceBundle$NoFallbackControl (java.base@21-ea)
 561:             1             48  java.util.concurrent.ConcurrentSkipListMap (java.base@21-ea)
 562:             1             48  java.util.concurrent.locks.ReentrantReadWriteLock$FairSync (java.base@21-ea)
 563:             2             48  java.util.logging.Logger$LoggerBundle (java.logging@21-ea)
 564:             2             48  java.util.logging.LoggingPermission (java.logging@21-ea)
 565:             2             48  java.util.regex.Pattern$$Lambda/0x80000002b (java.base@21-ea)
 566:             2             48  java.util.regex.Pattern$$Lambda/0x800000033 (java.base@21-ea)
 567:             2             48  javax.management.NotificationBroadcasterSupport (java.management@21-ea)
 568:             1             48  jdk.internal.jimage.ImageHeader (java.base@21-ea)
 569:             1             48  jdk.internal.loader.URLClassPath$JarLoader (java.base@21-ea)
 570:             2             48  jdk.internal.misc.Signal$NativeHandler (java.base@21-ea)
 571:             2             48  jdk.internal.reflect.ReflectionFactory$Config (java.base@21-ea)
 572:             1             48  jdk.management.jfr.FlightRecorderMXBeanImpl (jdk.management.jfr@21-ea)
 573:             2             48  picocli.CommandLine$Model$Interpolator
 574:             2             48  picocli.CommandLine$Model$Interpolator$3
 575:             2             48  picocli.CommandLine$Model$Interpolator$4
 576:             2             48  picocli.CommandLine$ParseResult$GroupValidationResult
 577:             2             48  picocli.CommandLine$RegexTransformer
 578:             2             48  sun.nio.fs.NativeBuffer$Deallocator (java.base@21-ea)
 579:             2             48  sun.reflect.generics.scope.ClassScope (java.base@21-ea)
 580:             2             48  sun.rmi.transport.ObjectEndpoint (java.rmi@21-ea)
 581:             2             48  sun.security.jca.ProviderList (java.base@21-ea)
 582:             2             48  sun.security.jca.ProviderList$3 (java.base@21-ea)
 583:             1             48  sun.util.resources.TimeZoneNames (java.base@21-ea)
 584:             1             48  sun.util.resources.TimeZoneNames_en (java.base@21-ea)
 585:             1             48  sun.util.resources.cldr.TimeZoneNames (java.base@21-ea)
 586:             1             48  sun.util.resources.cldr.TimeZoneNames_en (java.base@21-ea)
 587:             2             40  [Lcom.sun.jmx.mbeanserver.ClassLoaderRepositorySupport$LoaderEntry; (java.management@21-ea)
 588:             1             40  [Ljava.lang.Thread$State; (java.base@21-ea)
 589:             1             40  [Ljava.lang.invoke.VarHandle$AccessType; (java.base@21-ea)
 590:             1             40  [Ljava.lang.management.MemoryManagerMXBean; (java.management@21-ea)
 591:             1             40  [Ljava.time.format.SignStyle; (java.base@21-ea)
 592:             1             40  [Ljava.time.format.TextStyle; (java.base@21-ea)
 593:             2             40  [Ljava.time.zone.ZoneOffsetTransitionRule; (java.base@21-ea)
 594:             1             40  [Ljava.util.stream.StreamOpFlag; (java.base@21-ea)
 595:             1             40  [Lpicocli.CommandLine$ParseResult$GroupValidationResult$Type;
 596:             1             40  [Lsun.util.locale.provider.LocaleProviderAdapter$Type; (java.base@21-ea)
 597:             1             40  [[Ljava.lang.invoke.LambdaForm$Name; (java.base@21-ea)
 598:             1             40  com.sun.jmx.interceptor.DefaultMBeanServerInterceptor (java.management@21-ea)
 599:             1             40  com.sun.jmx.mbeanserver.JmxMBeanServer (java.management@21-ea)
 600:             1             40  com.sun.jmx.mbeanserver.MBeanServerDelegateImpl (java.management@21-ea)
 601:             1             40  com.sun.management.internal.DiagnosticCommandImpl (jdk.management@21-ea)
 602:             1             40  com.sun.management.internal.OperatingSystemImpl$ProcessCpuTicks (jdk.management@21-ea)
 603:             1             40  com.sun.management.internal.OperatingSystemImpl$SystemCpuTicks (jdk.management@21-ea)
 604:             1             40  java.io.FilePermission (java.base@21-ea)
 605:             1             40  java.io.ObjectStreamClass$FieldReflector (java.base@21-ea)
 606:             1             40  java.io.RandomAccessFile (java.base@21-ea)
 607:             1             40  java.lang.ArithmeticException (java.base@21-ea)
 608:             1             40  java.lang.Exception (java.base@21-ea)
 609:             1             40  java.lang.Package$VersionInfo (java.base@21-ea)
 610:             1             40  java.lang.VirtualMachineError (java.base@21-ea)
 611:             1             40  java.lang.invoke.VarHandleBooleans$FieldInstanceReadWrite (java.base@21-ea)
 612:             1             40  java.lang.invoke.VarHandleLongs$FieldInstanceReadWrite (java.base@21-ea)
 613:             1             40  java.net.Socket (java.base@21-ea)
 614:             1             40  java.time.format.DateTimeFormatterBuilder$NanosPrinterParser (java.base@21-ea)
 615:             1             40  java.time.zone.ZoneRules (java.base@21-ea)
 616:             1             40  java.util.ResourceBundle$2 (java.base@21-ea)
 617:             1             40  jdk.internal.event.SecurityProviderServiceEvent (java.base@21-ea)
 618:             1             40  jdk.internal.loader.URLClassPath (java.base@21-ea)
 619:             1             40  jdk.internal.platform.cgroupv1.CgroupV1Subsystem (java.base@21-ea)
 620:             1             40  jdk.internal.ref.Cleaner (java.base@21-ea)
 621:             1             40  jdk.internal.ref.CleanerImpl$CleanerCleanable (java.base@21-ea)
 622:             1             40  picocli.CommandLine$Help$Ansi$Text
 623:             1             40  picocli.CommandLine$Interpreter
 624:             1             40  sun.security.util.KnownOIDs$1 (java.base@21-ea)
 625:             1             40  sun.security.util.KnownOIDs$10 (java.base@21-ea)
 626:             1             40  sun.security.util.KnownOIDs$2 (java.base@21-ea)
 627:             1             40  sun.security.util.KnownOIDs$3 (java.base@21-ea)
 628:             1             40  sun.security.util.KnownOIDs$4 (java.base@21-ea)
 629:             1             40  sun.security.util.KnownOIDs$5 (java.base@21-ea)
 630:             1             40  sun.security.util.KnownOIDs$6 (java.base@21-ea)
 631:             1             40  sun.security.util.KnownOIDs$7 (java.base@21-ea)
 632:             1             40  sun.security.util.KnownOIDs$8 (java.base@21-ea)
 633:             1             40  sun.security.util.KnownOIDs$9 (java.base@21-ea)
 634:             1             40  sun.util.resources.Bundles$1 (java.base@21-ea)
 635:             1             32  [Ljava.io.ObjectStreamClass$ClassDataSlot; (java.base@21-ea)
 636:             1             32  [Ljava.lang.ProcessImpl$LaunchMechanism; (java.base@21-ea)
 637:             2             32  [Ljava.lang.StackTraceElement; (java.base@21-ea)
 638:             1             32  [Ljava.lang.ThreadGroup; (java.base@21-ea)
 639:             1             32  [Ljava.lang.module.ModuleDescriptor$Modifier; (java.base@21-ea)
 640:             1             32  [Ljava.lang.module.ModuleDescriptor$Requires$Modifier; (java.base@21-ea)
 641:             1             32  [Ljava.lang.ref.WeakReference; (java.base@21-ea)
 642:             1             32  [Ljava.net.StandardProtocolFamily; (java.base@21-ea)
 643:             1             32  [Ljava.time.format.DateTimeFormatterBuilder$SettingsParser; (java.base@21-ea)
 644:             1             32  [Ljava.time.format.ResolverStyle; (java.base@21-ea)
 645:             1             32  [Ljava.time.temporal.IsoFields$Field; (java.base@21-ea)
 646:             1             32  [Ljava.time.temporal.JulianFields$Field; (java.base@21-ea)
 647:             1             32  [Ljava.time.zone.ZoneOffsetTransitionRule$TimeDefinition; (java.base@21-ea)
 648:             1             32  [Ljava.util.regex.Pattern$Qtype; (java.base@21-ea)
 649:             1             32  [Ljava.util.stream.StreamShape; (java.base@21-ea)
 650:             1             32  [Ljava.util.zip.ZipCoder$Comparison; (java.base@21-ea)
 651:             1             32  [Ljdk.internal.logger.BootstrapLogger$LoggingBackend; (java.base@21-ea)
 652:             1             32  [Ljdk.internal.module.ServicesCatalog; (java.base@21-ea)
 653:             1             32  [Lpicocli.CommandLine$Help$Ansi;
 654:             1             32  [Lpicocli.CommandLine$TraceLevel;
 655:             1             32  [Lsun.security.provider.NativePRNG$Variant; (java.base@21-ea)
 656:             1             32  com.sun.jmx.mbeanserver.Repository (java.management@21-ea)
 657:             1             32  com.sun.management.internal.OperatingSystemImpl (jdk.management@21-ea)
 658:             2             32  java.lang.Boolean (java.base@21-ea)
 659:             1             32  java.lang.Module$ArchivedData (java.base@21-ea)
 660:             2             32  java.lang.Shutdown$Lock (java.base@21-ea)
 661:             1             32  java.lang.invoke.VarHandleByteArrayAsChars$ArrayHandle (java.base@21-ea)
 662:             1             32  java.lang.invoke.VarHandleByteArrayAsDoubles$ArrayHandle (java.base@21-ea)
 663:             1             32  java.lang.invoke.VarHandleByteArrayAsFloats$ArrayHandle (java.base@21-ea)
 664:             1             32  java.lang.invoke.VarHandleByteArrayAsShorts$ArrayHandle (java.base@21-ea)
 665:             1             32  java.lang.module.ModuleDescriptor$Version (java.base@21-ea)
 666:             2             32  java.lang.ref.NativeReferenceQueue$Lock (java.base@21-ea)
 667:             1             32  java.net.InetAddress$CachedLocalHost (java.base@21-ea)
 668:             2             32  java.nio.ByteOrder (java.base@21-ea)
 669:             1             32  java.nio.DirectByteBuffer$Deallocator (java.base@21-ea)
 670:             1             32  java.security.MessageDigest$Delegate$CloneableDelegate (java.base@21-ea)
 671:             2             32  java.time.format.DateTimeFormatterBuilder$1 (java.base@21-ea)
 672:             2             32  java.util.HashMap$KeySet (java.base@21-ea)
 673:             2             32  java.util.HashMap$Values (java.base@21-ea)
 674:             2             32  java.util.IdentityHashMap$KeySet (java.base@21-ea)
 675:             2             32  java.util.ResourceBundle$SingleFormatControl (java.base@21-ea)
 676:             2             32  java.util.TreeSet (java.base@21-ea)
 677:             2             32  java.util.WeakHashMap$KeySet (java.base@21-ea)
 678:             1             32  java.util.concurrent.ScheduledThreadPoolExecutor$DelayedWorkQueue (java.base@21-ea)
 679:             1             32  java.util.concurrent.SynchronousQueue (java.base@21-ea)
 680:             1             32  java.util.concurrent.ThreadLocalRandom (java.base@21-ea)
 681:             1             32  java.util.concurrent.atomic.LongAdder (java.base@21-ea)
 682:             1             32  java.util.concurrent.locks.AbstractQueuedSynchronizer$ConditionNode (java.base@21-ea)
 683:             1             32  java.util.concurrent.locks.AbstractQueuedSynchronizer$ExclusiveNode (java.base@21-ea)
 684:             1             32  java.util.zip.ZipCoder$UTF8ZipCoder (java.base@21-ea)
 685:             1             32  java.util.zip.ZipFile$CleanableResource (java.base@21-ea)
 686:             1             32  javax.management.remote.JMXServiceURL (java.management@21-ea)
 687:             1             32  jdk.internal.loader.ArchivedClassLoaders (java.base@21-ea)
 688:             1             32  jdk.internal.module.ArchivedModuleGraph (java.base@21-ea)
 689:             1             32  jdk.internal.org.objectweb.asm.ConstantDynamic (java.base@21-ea)
 690:             1             32  jdk.internal.org.objectweb.asm.Handle (java.base@21-ea)
 691:             1             32  jdk.internal.platform.cgroupv1.CgroupV1MemorySubSystemController (java.base@21-ea)
 692:             1             32  jdk.net.ExtendedSocketOptions$1 (jdk.net@21-ea)
 693:             2             32  picocli.CommandLine$BuiltIn$BooleanConverter
 694:             2             32  picocli.CommandLine$BuiltIn$ByteConverter
 695:             2             32  picocli.CommandLine$BuiltIn$CharacterConverter
 696:             2             32  picocli.CommandLine$BuiltIn$DoubleConverter
 697:             2             32  picocli.CommandLine$BuiltIn$FloatConverter
 698:             2             32  picocli.CommandLine$BuiltIn$IntegerConverter
 699:             2             32  picocli.CommandLine$BuiltIn$LongConverter
 700:             2             32  picocli.CommandLine$BuiltIn$ShortConverter
 701:             2             32  picocli.CommandLine$BuiltIn$StringConverter
 702:             2             32  picocli.CommandLine$Model$Interpolator$1
 703:             2             32  picocli.CommandLine$Model$Interpolator$2
 704:             2             32  picocli.CommandLine$Model$ObjectScope
 705:             2             32  picocli.CommandLine$Model$UsageMessageSpec$10
 706:             2             32  picocli.CommandLine$Model$UsageMessageSpec$11
 707:             2             32  picocli.CommandLine$Model$UsageMessageSpec$12
 708:             2             32  picocli.CommandLine$Model$UsageMessageSpec$13
 709:             2             32  picocli.CommandLine$Model$UsageMessageSpec$14
 710:             2             32  picocli.CommandLine$Model$UsageMessageSpec$15
 711:             2             32  picocli.CommandLine$Model$UsageMessageSpec$16
 712:             2             32  picocli.CommandLine$Model$UsageMessageSpec$17
 713:             2             32  picocli.CommandLine$Model$UsageMessageSpec$2
 714:             2             32  picocli.CommandLine$Model$UsageMessageSpec$3
 715:             2             32  picocli.CommandLine$Model$UsageMessageSpec$4
 716:             2             32  picocli.CommandLine$Model$UsageMessageSpec$5
 717:             2             32  picocli.CommandLine$Model$UsageMessageSpec$6
 718:             2             32  picocli.CommandLine$Model$UsageMessageSpec$7
 719:             2             32  picocli.CommandLine$Model$UsageMessageSpec$8
 720:             2             32  picocli.CommandLine$Model$UsageMessageSpec$9
 721:             1             32  picocli.CommandLine$ParseResult$GroupMatchContainer
 722:             1             32  picocli.CommandLine$RunLast
 723:             1             32  sun.management.jmxremote.LocalRMIServerSocketFactory$1 (jdk.management.agent@21-ea)
 724:             1             32  sun.nio.fs.LinuxFileSystem (java.base@21-ea)
 725:             1             32  sun.rmi.server.UnicastServerRef (java.rmi@21-ea)
 726:             1             32  sun.rmi.server.UnicastServerRef2 (java.rmi@21-ea)
 727:             1             32  sun.rmi.transport.tcp.TCPTransport$AcceptLoop (java.rmi@21-ea)
 728:             2             32  sun.security.provider.FileInputStreamPool$UnclosableInputStream (java.base@21-ea)
 729:             1             32  sun.security.provider.SecureRandom (java.base@21-ea)
 730:             2             32  sun.util.resources.LocaleData (java.base@21-ea)
 731:             1             24  [Ljava.io.File$PathStatus; (java.base@21-ea)
 732:             1             24  [Ljava.lang.invoke.MethodHandles$Lookup$ClassOption; (java.base@21-ea)
 733:             1             24  [Ljava.net.InetSocketAddress; (java.base@21-ea)
 734:             1             24  [Ljava.net.URL; (java.base@21-ea)
 735:             1             24  [Ljava.time.temporal.IsoFields$Unit; (java.base@21-ea)
 736:             1             24  [Ljava.util.Comparators$NaturalOrderComparator; (java.base@21-ea)
 737:             1             24  [Ljava.util.Locale$Category; (java.base@21-ea)
 738:             1             24  [Ljava.util.jar.Manifest; (java.base@21-ea)
 739:             1             24  [Lpicocli.CommandLine$ParseResult;
 740:             1             24  com.sun.jmx.mbeanserver.ClassLoaderRepositorySupport (java.management@21-ea)
 741:             1             24  com.sun.jmx.mbeanserver.MXBeanLookup (java.management@21-ea)
 742:             1             24  com.sun.management.internal.HotSpotThreadImpl (jdk.management@21-ea)
 743:             1             24  com.sun.management.internal.PlatformMBeanProviderImpl$2 (jdk.management@21-ea)
 744:             1             24  com.sun.management.internal.PlatformMBeanProviderImpl$5 (jdk.management@21-ea)
 745:             1             24  de.stuefe.repros.OPENJDK_2352
 746:             1             24  java.io.ObjectStreamClass$Caches$1 (java.base@21-ea)
