762911:
 num     #instances         #bytes  class name (module)
 747:             1             24  java.io.ObjectStreamClass$Caches$2 (java.base@21-ea)
 748:             1             24  java.io.ObjectStreamClass$FieldReflectorKey (java.base@21-ea)
 749:             1             24  java.io.UnixFileSystem (java.base@21-ea)
 750:             1             24  java.lang.Double (java.base@21-ea)
 751:             1             24  java.lang.ProcessEnvironment$StringEnvironment (java.base@21-ea)
 752:             1             24  java.lang.invoke.MethodType$ConcurrentWeakInternSet (java.base@21-ea)
 753:             1             24  java.lang.invoke.VarHandles$1 (java.base@21-ea)
 754:             1             24  java.lang.reflect.Proxy$1 (java.base@21-ea)
 755:             1             24  java.lang.reflect.ReflectPermission (java.base@21-ea)
 756:             1             24  java.net.Inet6AddressImpl (java.base@21-ea)
 757:             1             24  java.net.SocketPermissionCollection (java.base@21-ea)
 758:             1             24  java.time.Period (java.base@21-ea)
 759:             1             24  java.time.ZoneRegion (java.base@21-ea)
 760:             1             24  java.time.format.DecimalStyle (java.base@21-ea)
 761:             1             24  java.time.temporal.IsoFields$Field$1 (java.base@21-ea)
 762:             1             24  java.time.temporal.IsoFields$Field$2 (java.base@21-ea)
 763:             1             24  java.time.temporal.IsoFields$Field$3 (java.base@21-ea)
 764:             1             24  java.time.temporal.IsoFields$Field$4 (java.base@21-ea)
 765:             1             24  java.time.zone.TzdbZoneRulesProvider (java.base@21-ea)
 766:             1             24  java.util.Collections$EmptyMap (java.base@21-ea)
 767:             1             24  java.util.Collections$SynchronizedCollection (java.base@21-ea)
 768:             1             24  java.util.Comparators$NaturalOrderComparator (java.base@21-ea)
 769:             1             24  java.util.Locale$Cache (java.base@21-ea)
 770:             1             24  java.util.ResourceBundle$Control$CandidateListCache (java.base@21-ea)
 771:             1             24  java.util.concurrent.ConcurrentSkipListMap$Index (java.base@21-ea)
 772:             1             24  java.util.concurrent.locks.ReentrantReadWriteLock (java.base@21-ea)
 773:             1             24  java.util.jar.Manifest (java.base@21-ea)
 774:             1             24  java.util.logging.LogManager$LoggerContext (java.logging@21-ea)
 775:             1             24  java.util.logging.LogManager$SystemLoggerContext (java.logging@21-ea)
 776:             1             24  java.util.regex.Pattern$StartS (java.base@21-ea)
 777:             1             24  java.util.zip.Inflater$InflaterZStreamRef (java.base@21-ea)
 778:             1             24  java.util.zip.ZipFile$Source$Key (java.base@21-ea)
 779:             1             24  jdk.internal.jimage.ImageReader (java.base@21-ea)
 780:             1             24  jdk.internal.logger.BootstrapLogger$RedirectedLoggers (java.base@21-ea)
 781:             1             24  jdk.internal.module.ModuleHashes (java.base@21-ea)
 782:             1             24  jdk.internal.module.SystemModuleFinders$SystemModuleFinder (java.base@21-ea)
 783:             1             24  jdk.internal.platform.CgroupV1MetricsImpl (java.base@21-ea)
 784:             1             24  jdk.internal.ref.CleanerImpl (java.base@21-ea)
 785:             1             24  jdk.internal.vm.ThreadContainers$RootContainer$TrackingRootContainer (java.base@21-ea)
 786:             1             24  jdk.jfr.internal.management.StreamManager (jdk.jfr@21-ea)
 787:             1             24  jdk.management.jfr.internal.FlightRecorderMXBeanProvider$SingleMBeanComponent (jdk.management.jfr@21-ea)
 788:             1             24  picocli.CommandLine$Tracer
 789:             1             24  sun.management.CompilationImpl (java.management@21-ea)
 790:             1             24  sun.management.ManagementFactoryHelper$LoggingMXBeanAccess (java.management@21-ea)
 791:             1             24  sun.management.ManagementFactoryHelper$PlatformLoggingImpl (java.management@21-ea)
 792:             1             24  sun.management.MemoryImpl (java.management@21-ea)
 793:             1             24  sun.management.RuntimeImpl (java.management@21-ea)
 794:             1             24  sun.management.VMManagementImpl (java.management@21-ea)
 795:             1             24  sun.net.sdp.SdpProvider (java.base@21-ea)
 796:             1             24  sun.nio.ch.Util$BufferCache (java.base@21-ea)
 797:             1             24  sun.nio.cs.ISO_8859_1 (java.base@21-ea)
 798:             1             24  sun.nio.cs.StandardCharsets (java.base@21-ea)
 799:             1             24  sun.nio.cs.US_ASCII (java.base@21-ea)
 800:             1             24  sun.nio.cs.UTF_16 (java.base@21-ea)
 801:             1             24  sun.nio.cs.UTF_16BE (java.base@21-ea)
 802:             1             24  sun.nio.cs.UTF_16LE (java.base@21-ea)
 803:             1             24  sun.nio.cs.UTF_8 (java.base@21-ea)
 804:             1             24  sun.rmi.transport.DGCImpl (java.rmi@21-ea)
 805:             1             24  sun.util.cldr.CLDRTimeZoneNameProviderImpl (java.base@21-ea)
 806:             1             24  sun.util.locale.BaseLocale$Cache (java.base@21-ea)
 807:             1             24  sun.util.locale.provider.LocaleServiceProviderPool (java.base@21-ea)
 808:             1             24  sun.util.locale.provider.TimeZoneNameProviderImpl (java.base@21-ea)
 809:             1             16  [Ljava.lang.Throwable; (java.base@21-ea)
 810:             1             16  [Ljava.nio.file.attribute.FileAttribute; (java.base@21-ea)
 811:             1             16  [Ljava.security.Provider; (java.base@21-ea)
 812:             1             16  [Ljava.security.cert.Certificate; (java.base@21-ea)
 813:             1             16  [Ljava.util.logging.Handler; (java.logging@21-ea)
 814:             1             16  com.sun.jmx.interceptor.DefaultMBeanServerInterceptor$ResourceContext$1 (java.management@21-ea)
 815:             1             16  com.sun.jmx.mbeanserver.DefaultMXBeanMappingFactory (java.management@21-ea)
 816:             1             16  com.sun.jmx.mbeanserver.DescriptorCache (java.management@21-ea)
 817:             1             16  com.sun.jmx.mbeanserver.MBeanAnalyzer$MethodOrder (java.management@21-ea)
 818:             1             16  com.sun.jmx.mbeanserver.MBeanInstantiator (java.management@21-ea)
 819:             1             16  com.sun.jmx.mbeanserver.MXBeanIntrospector (java.management@21-ea)
 820:             1             16  com.sun.jmx.mbeanserver.SecureClassLoaderRepository (java.management@21-ea)
 821:             1             16  com.sun.management.internal.HotSpotDiagnostic (jdk.management@21-ea)
 822:             1             16  com.sun.management.internal.PlatformMBeanProviderImpl$$Lambda/0x00007fbea806c5c8 (jdk.management@21-ea)
 823:             1             16  com.sun.management.internal.PlatformMBeanProviderImpl$1 (jdk.management@21-ea)
 824:             1             16  com.sun.management.internal.PlatformMBeanProviderImpl$3 (jdk.management@21-ea)
 825:             1             16  com.sun.management.internal.PlatformMBeanProviderImpl$4 (jdk.management@21-ea)
 826:             1             16  java.io.FileDescriptor$1 (java.base@21-ea)
 827:             1             16  java.io.FilePermission$1 (java.base@21-ea)
 828:             1             16  java.io.ObjectInputFilter$Config$$Lambda/0x00007fbea80922a8 (java.base@21-ea)
 829:             1             16  java.io.ObjectInputFilter$Config$$Lambda/0x00007fbea80924c0 (java.base@21-ea)
 830:             1             16  java.io.ObjectInputFilter$Config$$Lambda/0x00007fbea8092b10 (java.base@21-ea)
 831:             1             16  java.io.ObjectInputFilter$Config$BuiltinFilterFactory (java.base@21-ea)
 832:             1             16  java.io.ObjectInputFilter$Config$Global$$Lambda/0x00007fbea8093188 (java.base@21-ea)
 833:             1             16  java.io.ObjectInputFilter$Config$Global$$Lambda/0x00007fbea80933c8 (java.base@21-ea)
 834:             1             16  java.io.PrintStream$1 (java.base@21-ea)
 835:             1             16  java.io.PrintWriter$1 (java.base@21-ea)
 836:             1             16  java.io.RandomAccessFile$2 (java.base@21-ea)
 837:             1             16  java.lang.ApplicationShutdownHooks$1 (java.base@21-ea)
 838:             1             16  java.lang.CharacterDataLatin1 (java.base@21-ea)
 839:             1             16  java.lang.Class$$Lambda/0x00007fbea808e080 (java.base@21-ea)
 840:             1             16  java.lang.Float (java.base@21-ea)
 841:             1             16  java.lang.Module$$Lambda/0x00007fbea8054010 (java.base@21-ea)
 842:             1             16  java.lang.Runtime (java.base@21-ea)
 843:             1             16  java.lang.String$CaseInsensitiveComparator (java.base@21-ea)
 844:             1             16  java.lang.System$2 (java.base@21-ea)
 845:             1             16  java.lang.System$LoggerFinder$$Lambda/0x00007fbea8028420 (java.base@21-ea)
 846:             1             16  java.lang.Terminator$1 (java.base@21-ea)
 847:             1             16  java.lang.invoke.ClassSpecializer$1 (java.base@21-ea)
 848:             1             16  java.lang.invoke.MemberName$Factory (java.base@21-ea)
 849:             1             16  java.lang.invoke.MethodHandleImpl$1 (java.base@21-ea)
 850:             1             16  java.lang.management.DefaultPlatformMBeanProvider$1 (java.management@21-ea)
 851:             1             16  java.lang.management.DefaultPlatformMBeanProvider$10 (java.management@21-ea)
 852:             1             16  java.lang.management.DefaultPlatformMBeanProvider$2 (java.management@21-ea)
 853:             1             16  java.lang.management.DefaultPlatformMBeanProvider$3 (java.management@21-ea)
 854:             1             16  java.lang.management.DefaultPlatformMBeanProvider$5 (java.management@21-ea)
 855:             1             16  java.lang.management.DefaultPlatformMBeanProvider$5$$Lambda/0x00007fbea803c6a0 (java.management@21-ea)
 856:             1             16  java.lang.management.DefaultPlatformMBeanProvider$6 (java.management@21-ea)
 857:             1             16  java.lang.management.DefaultPlatformMBeanProvider$7 (java.management@21-ea)
 858:             1             16  java.lang.management.DefaultPlatformMBeanProvider$9 (java.management@21-ea)
 859:             1             16  java.lang.management.ManagementFactory$$Lambda/0x00007fbea805fda8 (java.management@21-ea)
 860:             1             16  java.lang.management.ManagementFactory$$Lambda/0x00007fbea80711d0 (java.management@21-ea)
 861:             1             16  java.lang.management.ManagementFactory$$Lambda/0x00007fbea8071418 (java.management@21-ea)
 862:             1             16  java.lang.management.ManagementFactory$$Lambda/0x00007fbea8071650 (java.management@21-ea)
 863:             1             16  java.lang.module.ModuleDescriptor$1 (java.base@21-ea)
 864:             1             16  java.lang.module.ModuleDescriptor$Builder$$Lambda/0x800000002 (java.base@21-ea)
 865:             1             16  java.lang.ref.Cleaner (java.base@21-ea)
 866:             1             16  java.lang.ref.Cleaner$1 (java.base@21-ea)
 867:             1             16  java.lang.ref.Reference$1 (java.base@21-ea)
 868:             1             16  java.lang.reflect.AccessFlag$1 (java.base@21-ea)
 869:             1             16  java.lang.reflect.AccessFlag$10 (java.base@21-ea)
 870:             1             16  java.lang.reflect.AccessFlag$11 (java.base@21-ea)
 871:             1             16  java.lang.reflect.AccessFlag$12 (java.base@21-ea)
 872:             1             16  java.lang.reflect.AccessFlag$13 (java.base@21-ea)
 873:             1             16  java.lang.reflect.AccessFlag$14 (java.base@21-ea)
 874:             1             16  java.lang.reflect.AccessFlag$15 (java.base@21-ea)
 875:             1             16  java.lang.reflect.AccessFlag$16 (java.base@21-ea)
 876:             1             16  java.lang.reflect.AccessFlag$17 (java.base@21-ea)
 877:             1             16  java.lang.reflect.AccessFlag$18 (java.base@21-ea)
 878:             1             16  java.lang.reflect.AccessFlag$2 (java.base@21-ea)
 879:             1             16  java.lang.reflect.AccessFlag$3 (java.base@21-ea)
 880:             1             16  java.lang.reflect.AccessFlag$4 (java.base@21-ea)
 881:             1             16  java.lang.reflect.AccessFlag$5 (java.base@21-ea)
 882:             1             16  java.lang.reflect.AccessFlag$6 (java.base@21-ea)
 883:             1             16  java.lang.reflect.AccessFlag$7 (java.base@21-ea)
 884:             1             16  java.lang.reflect.AccessFlag$8 (java.base@21-ea)
 885:             1             16  java.lang.reflect.AccessFlag$9 (java.base@21-ea)
 886:             1             16  java.lang.reflect.Proxy$$Lambda/0x00007fbea8052438 (java.base@21-ea)
 887:             1             16  java.lang.reflect.Proxy$ProxyBuilder$$Lambda/0x00007fbea80536d8 (java.base@21-ea)
 888:             1             16  java.lang.reflect.ProxyGenerator$$Lambda/0x00007fbea8054dc0 (java.base@21-ea)
 889:             1             16  java.lang.reflect.ProxyGenerator$$Lambda/0x00007fbea8054ff8 (java.base@21-ea)
 890:             1             16  java.lang.reflect.ReflectAccess (java.base@21-ea)
 891:             1             16  java.net.InetAddress$$Lambda/0x00007fbea805e780 (java.base@21-ea)
 892:             1             16  java.net.InetAddress$$Lambda/0x00007fbea805eba8 (java.base@21-ea)
 893:             1             16  java.net.InetAddress$1 (java.base@21-ea)
 894:             1             16  java.net.InetAddress$PlatformResolver (java.base@21-ea)
 895:             1             16  java.net.URI$1 (java.base@21-ea)
 896:             1             16  java.net.URL$3 (java.base@21-ea)
 897:             1             16  java.net.URL$DefaultFactory (java.base@21-ea)
 898:             1             16  java.net.spi.InetAddressResolver$LookupPolicy (java.base@21-ea)
 899:             1             16  java.nio.Bits$1 (java.base@21-ea)
 900:             1             16  java.nio.Buffer$1 (java.base@21-ea)
 901:             1             16  java.nio.Buffer$2 (java.base@21-ea)
 902:             1             16  java.rmi.server.ObjID$$Lambda/0x00007fbea80a2950 (java.rmi@21-ea)
 903:             1             16  java.security.AllPermission (java.base@21-ea)
 904:             1             16  java.security.ProtectionDomain$JavaSecurityAccessImpl (java.base@21-ea)
 905:             1             16  java.security.Security$$Lambda/0x80000000b (java.base@21-ea)
 906:             1             16  java.security.Security$1 (java.base@21-ea)
 907:             1             16  java.time.ZoneOffset$$Lambda/0x80000000e (java.base@21-ea)
 908:             1             16  java.time.chrono.IsoChronology (java.base@21-ea)
 909:             1             16  java.time.format.DateTimeFormatter$$Lambda/0x80000000f (java.base@21-ea)
 910:             1             16  java.time.format.DateTimeFormatter$$Lambda/0x800000010 (java.base@21-ea)
 911:             1             16  java.time.format.DateTimeFormatterBuilder$$Lambda/0x800000011 (java.base@21-ea)
 912:             1             16  java.time.format.DateTimeFormatterBuilder$InstantPrinterParser (java.base@21-ea)
 913:             1             16  java.time.format.DateTimeTextProvider (java.base@21-ea)
 914:             1             16  java.time.format.DateTimeTextProvider$1 (java.base@21-ea)
 915:             1             16  java.util.Collections$EmptyEnumeration (java.base@21-ea)
 916:             1             16  java.util.Collections$EmptyIterator (java.base@21-ea)
 917:             1             16  java.util.Collections$EmptyList (java.base@21-ea)
 918:             1             16  java.util.Collections$EmptySet (java.base@21-ea)
 919:             1             16  java.util.Collections$ReverseComparator (java.base@21-ea)
 920:             1             16  java.util.EnumMap$1 (java.base@21-ea)
 921:             1             16  java.util.IdentityHashMap$Values (java.base@21-ea)
 922:             1             16  java.util.ImmutableCollections$Access$1 (java.base@21-ea)
 923:             1             16  java.util.Map$Entry$$Lambda/0x00007fbea80bea38 (java.base@21-ea)
 924:             1             16  java.util.ResourceBundle$1 (java.base@21-ea)
 925:             1             16  java.util.ResourceBundle$Control (java.base@21-ea)
 926:             1             16  java.util.Spliterators$EmptySpliterator$OfDouble (java.base@21-ea)
 927:             1             16  java.util.Spliterators$EmptySpliterator$OfInt (java.base@21-ea)
 928:             1             16  java.util.Spliterators$EmptySpliterator$OfLong (java.base@21-ea)
 929:             1             16  java.util.Spliterators$EmptySpliterator$OfRef (java.base@21-ea)
 930:             1             16  java.util.concurrent.ConcurrentSkipListMap$KeySet (java.base@21-ea)
 931:             1             16  java.util.concurrent.ConcurrentSkipListSet (java.base@21-ea)
 932:             1             16  java.util.concurrent.SynchronousQueue$TransferStack (java.base@21-ea)
 933:             1             16  java.util.concurrent.ThreadPoolExecutor$AbortPolicy (java.base@21-ea)
 934:             1             16  java.util.concurrent.atomic.AtomicBoolean (java.base@21-ea)
 935:             1             16  java.util.concurrent.locks.ReentrantReadWriteLock$ReadLock (java.base@21-ea)
 936:             1             16  java.util.concurrent.locks.ReentrantReadWriteLock$Sync$ThreadLocalHoldCounter (java.base@21-ea)
 937:             1             16  java.util.concurrent.locks.ReentrantReadWriteLock$WriteLock (java.base@21-ea)
 938:             1             16  java.util.function.Function$$Lambda/0x00007fbea803c8d8 (java.base@21-ea)
 939:             1             16  java.util.jar.Attributes (java.base@21-ea)
 940:             1             16  java.util.jar.JavaUtilJarAccessImpl (java.base@21-ea)
 941:             1             16  java.util.logging.ErrorManager (java.logging@21-ea)
 942:             1             16  java.util.logging.Level$$Lambda/0x800000013 (java.logging@21-ea)
 943:             1             16  java.util.logging.Level$KnownLevel$$Lambda/0x800000023 (java.logging@21-ea)
 944:             1             16  java.util.logging.Level$KnownLevel$$Lambda/0x800000024 (java.logging@21-ea)
 945:             1             16  java.util.logging.Level$KnownLevel$$Lambda/0x800000025 (java.logging@21-ea)
 946:             1             16  java.util.logging.LogManager$LoggingProviderAccess (java.logging@21-ea)
 947:             1             16  java.util.logging.LogManager$VisitedLoggers (java.logging@21-ea)
 948:             1             16  java.util.logging.Logging (java.logging@21-ea)
 949:             1             16  java.util.logging.SimpleFormatter (java.logging@21-ea)
 950:             1             16  java.util.logging.SimpleFormatter$$Lambda/0x00007fbea80969c8 (java.logging@21-ea)
 951:             1             16  java.util.regex.CharPredicates$$Lambda/0x00007fbea804bcc8 (java.base@21-ea)
 952:             1             16  java.util.regex.CharPredicates$$Lambda/0x800000026 (java.base@21-ea)
 953:             1             16  java.util.regex.CharPredicates$$Lambda/0x800000027 (java.base@21-ea)
 954:             1             16  java.util.regex.Pattern$$Lambda/0x00007fbea8030bc0 (java.base@21-ea)
 955:             1             16  java.util.regex.Pattern$LastNode (java.base@21-ea)
 956:             1             16  java.util.regex.Pattern$Node (java.base@21-ea)
 957:             1             16  java.util.stream.Collectors$$Lambda/0x00007fbea803cb10 (java.base@21-ea)
 958:             1             16  java.util.stream.Collectors$$Lambda/0x00007fbea803cf58 (java.base@21-ea)
 959:             1             16  java.util.stream.Collectors$$Lambda/0x00007fbea808a5e8 (java.base@21-ea)
 960:             1             16  java.util.stream.Collectors$$Lambda/0x00007fbea808a800 (java.base@21-ea)
 961:             1             16  java.util.stream.Collectors$$Lambda/0x00007fbea808aa28 (java.base@21-ea)
 962:             1             16  java.util.stream.Collectors$$Lambda/0x80000003a (java.base@21-ea)
 963:             1             16  java.util.stream.Collectors$$Lambda/0x80000003f (java.base@21-ea)
 964:             1             16  java.util.stream.Collectors$$Lambda/0x800000041 (java.base@21-ea)
 965:             1             16  java.util.stream.Collectors$$Lambda/0x800000042 (java.base@21-ea)
 966:             1             16  java.util.stream.Collectors$$Lambda/0x800000043 (java.base@21-ea)
 967:             1             16  java.util.stream.Collectors$$Lambda/0x800000044 (java.base@21-ea)
 968:             1             16  java.util.stream.Collectors$$Lambda/0x800000046 (java.base@21-ea)
 969:             1             16  java.util.stream.FindOps$FindSink$OfRef$$Lambda/0x80000004d (java.base@21-ea)
 970:             1             16  java.util.stream.FindOps$FindSink$OfRef$$Lambda/0x80000004e (java.base@21-ea)
 971:             1             16  java.util.stream.FindOps$FindSink$OfRef$$Lambda/0x80000004f (java.base@21-ea)
 972:             1             16  java.util.stream.FindOps$FindSink$OfRef$$Lambda/0x800000050 (java.base@21-ea)
 973:             1             16  java.util.stream.Nodes$EmptyNode$OfDouble (java.base@21-ea)
 974:             1             16  java.util.stream.Nodes$EmptyNode$OfInt (java.base@21-ea)
 975:             1             16  java.util.stream.Nodes$EmptyNode$OfLong (java.base@21-ea)
 976:             1             16  java.util.stream.Nodes$EmptyNode$OfRef (java.base@21-ea)
 977:             1             16  java.util.stream.ReferencePipeline$$Lambda/0x00007fbea802d3f8 (java.base@21-ea)
 978:             1             16  java.util.zip.ZipFile$1 (java.base@21-ea)
 979:             1             16  javax.management.JMX (java.management@21-ea)
 980:             1             16  javax.management.MBeanServerBuilder (java.management@21-ea)
 981:             1             16  javax.management.NotificationBroadcasterSupport$1 (java.management@21-ea)
 982:             1             16  javax.management.remote.JMXConnectorServerFactory$$Lambda/0x00007fbea808f858 (java.management@21-ea)
 983:             1             16  javax.management.remote.rmi.RMIServerImpl_Stub (java.management.rmi@21-ea)
 984:             1             16  jdk.internal.jimage.ImageReaderFactory$1 (java.base@21-ea)
 985:             1             16  jdk.internal.jimage.ImageStringsReader (java.base@21-ea)
 986:             1             16  jdk.internal.jimage.decompressor.Decompressor (java.base@21-ea)
 987:             1             16  jdk.internal.logger.LazyLoggers$1 (java.base@21-ea)
 988:             1             16  jdk.internal.logger.LazyLoggers$LazyLoggerFactories (java.base@21-ea)
 989:             1             16  jdk.internal.math.FloatingDecimal$1 (java.base@21-ea)
 990:             1             16  jdk.internal.misc.ScopedMemoryAccess (java.base@21-ea)
 991:             1             16  jdk.internal.misc.TerminatingThreadLocal$1 (java.base@21-ea)
 992:             1             16  jdk.internal.misc.Unsafe (java.base@21-ea)
 993:             1             16  jdk.internal.module.ArchivedBootLayer (java.base@21-ea)
 994:             1             16  jdk.internal.module.ModuleLoaderMap$Mapper (java.base@21-ea)
 995:             1             16  jdk.internal.module.ModulePatcher (java.base@21-ea)
 996:             1             16  jdk.internal.module.ModuleTarget (java.base@21-ea)
 997:             1             16  jdk.internal.perf.Perf (java.base@21-ea)
 998:             1             16  jdk.internal.platform.CgroupSubsystemFactory$$Lambda/0x00007fbea8038e30 (java.base@21-ea)
 999:             1             16  jdk.internal.platform.cgroupv1.CgroupV1Subsystem$$Lambda/0x00007fbea803a170 (java.base@21-ea)
1000:             1             16  jdk.internal.reflect.GeneratedSerializationConstructorAccessor1 (java.base@21-ea)
1001:             1             16  jdk.internal.reflect.GeneratedSerializationConstructorAccessor2 (java.base@21-ea)
1002:             1             16  jdk.internal.reflect.GeneratedSerializationConstructorAccessor3 (java.base@21-ea)
1003:             1             16  jdk.internal.reflect.ReflectionFactory (java.base@21-ea)
1004:             1             16  jdk.internal.util.Preconditions$1 (java.base@21-ea)
1005:             1             16  jdk.internal.util.Preconditions$2 (java.base@21-ea)
1006:             1             16  jdk.internal.util.Preconditions$3 (java.base@21-ea)
1007:             1             16  jdk.jfr.internal.SecuritySupport$$Lambda/0x00007fbea80275d0 (jdk.jfr@21-ea)
1008:             1             16  jdk.jfr.internal.SecuritySupport$Privileged (jdk.jfr@21-ea)
1009:             1             16  jdk.jfr.internal.consumer.FileAccess$UnPrivileged (jdk.jfr@21-ea)
1010:             1             16  jdk.jfr.internal.dcmd.DCmdCheck$$Lambda/0x00007fbea80888f8 (jdk.jfr@21-ea)
1011:             1             16  jdk.jfr.internal.dcmd.DCmdDump$$Lambda/0x00007fbea80886e0 (jdk.jfr@21-ea)
1012:             1             16  jdk.jfr.internal.dcmd.DCmdStart$$Lambda/0x00007fbea80817a0 (jdk.jfr@21-ea)
1013:             1             16  jdk.jfr.internal.dcmd.DCmdStart$$Lambda/0x00007fbea80884c8 (jdk.jfr@21-ea)
1014:             1             16  jdk.jfr.internal.dcmd.DCmdStop$$Lambda/0x00007fbea802f578 (jdk.jfr@21-ea)
1015:             1             16  jdk.jfr.internal.dcmd.DCmdView$$Lambda/0x00007fbea802ed40 (jdk.jfr@21-ea)
1016:             1             16  jdk.jfr.internal.jfc.model.JFCModel$$Lambda/0x00007fbea8088068 (jdk.jfr@21-ea)
1017:             1             16  jdk.jfr.internal.jfc.model.JFCModel$$Lambda/0x00007fbea8088290 (jdk.jfr@21-ea)
1018:             1             16  jdk.management.jfr.SettingDescriptorInfo$1 (jdk.management.jfr@21-ea)
1019:             1             16  jdk.net.LinuxSocketOptions (jdk.net@21-ea)
1020:             1             16  jdk.proxy2.$Proxy3 (jdk.proxy2)
1021:             1             16  picocli.CommandLine$1
1022:             1             16  picocli.CommandLine$2
1023:             1             16  picocli.CommandLine$AutoHelpMixin
1024:             1             16  picocli.CommandLine$BuiltIn$BigDecimalConverter
1025:             1             16  picocli.CommandLine$BuiltIn$BigIntegerConverter
1026:             1             16  picocli.CommandLine$BuiltIn$ByteOrderConverter
1027:             1             16  picocli.CommandLine$BuiltIn$CharArrayConverter
1028:             1             16  picocli.CommandLine$BuiltIn$CharSequenceConverter
1029:             1             16  picocli.CommandLine$BuiltIn$CharsetConverter
1030:             1             16  picocli.CommandLine$BuiltIn$ClassConverter
1031:             1             16  picocli.CommandLine$BuiltIn$CurrencyConverter
1032:             1             16  picocli.CommandLine$BuiltIn$FileConverter
1033:             1             16  picocli.CommandLine$BuiltIn$ISO8601DateConverter
1034:             1             16  picocli.CommandLine$BuiltIn$ISO8601TimeConverter
1035:             1             16  picocli.CommandLine$BuiltIn$InetAddressConverter
1036:             1             16  picocli.CommandLine$BuiltIn$NetworkInterfaceConverter
1037:             1             16  picocli.CommandLine$BuiltIn$PatternConverter
1038:             1             16  picocli.CommandLine$BuiltIn$StringBuilderConverter
1039:             1             16  picocli.CommandLine$BuiltIn$TimeZoneConverter
1040:             1             16  picocli.CommandLine$BuiltIn$URIConverter
1041:             1             16  picocli.CommandLine$BuiltIn$URLConverter
1042:             1             16  picocli.CommandLine$BuiltIn$UUIDConverter
1043:             1             16  picocli.CommandLine$DefaultFactory
1044:             1             16  sun.management.ClassLoadingImpl (java.management@21-ea)
1045:             1             16  sun.management.ManagementFactoryHelper$$Lambda/0x00007fbea808a3b0 (java.management@21-ea)
1046:             1             16  sun.management.jmxremote.ConnectorBootstrap$PermanentExporter (jdk.management.agent@21-ea)
1047:             1             16  sun.management.jmxremote.LocalRMIServerSocketFactory (jdk.management.agent@21-ea)
1048:             1             16  sun.net.www.protocol.file.Handler (java.base@21-ea)
1049:             1             16  sun.net.www.protocol.jar.Handler (java.base@21-ea)
1050:             1             16  sun.net.www.protocol.jrt.Handler (java.base@21-ea)
1051:             1             16  sun.nio.ch.FileChannelImpl$2 (java.base@21-ea)
1052:             1             16  sun.nio.ch.FileChannelImpl$3 (java.base@21-ea)
1053:             1             16  sun.nio.ch.FileDispatcherImpl (java.base@21-ea)
1054:             1             16  sun.nio.ch.Net$1 (java.base@21-ea)
1055:             1             16  sun.nio.ch.NioSocketImpl$$Lambda/0x00007fbea80b1c38 (java.base@21-ea)
1056:             1             16  sun.nio.ch.SocketDispatcher (java.base@21-ea)
1057:             1             16  sun.nio.ch.Util$1 (java.base@21-ea)
1058:             1             16  sun.nio.fs.LinuxFileSystemProvider (java.base@21-ea)
1059:             1             16  sun.nio.fs.NativeBuffers$1 (java.base@21-ea)
1060:             1             16  sun.nio.fs.UnixFileAttributes$UnixAsBasicFileAttributes (java.base@21-ea)
1061:             1             16  sun.reflect.generics.tree.LongSignature (java.base@21-ea)
1062:             1             16  sun.reflect.generics.tree.TypeVariableSignature (java.base@21-ea)
1063:             1             16  sun.reflect.generics.tree.VoidDescriptor (java.base@21-ea)
1064:             1             16  sun.rmi.runtime.Log$$Lambda/0x00007fbea80955a8 (java.rmi@21-ea)
1065:             1             16  sun.rmi.runtime.Log$LoggerLogFactory (java.rmi@21-ea)
1066:             1             16  sun.rmi.runtime.RuntimeUtil (java.rmi@21-ea)
1067:             1             16  sun.rmi.runtime.RuntimeUtil$$Lambda/0x00007fbea80a9f40 (java.rmi@21-ea)
1068:             1             16  sun.rmi.runtime.RuntimeUtil$1 (java.rmi@21-ea)
1069:             1             16  sun.rmi.server.UnicastRef (java.rmi@21-ea)
1070:             1             16  sun.rmi.server.UnicastRef$$Lambda/0x00007fbea8097680 (java.rmi@21-ea)
1071:             1             16  sun.rmi.server.UnicastRef2 (java.rmi@21-ea)
1072:             1             16  sun.rmi.server.UnicastServerRef$$Lambda/0x00007fbea8097898 (java.rmi@21-ea)
1073:             1             16  sun.rmi.server.UnicastServerRef$$Lambda/0x00007fbea8097ab0 (java.rmi@21-ea)
1074:             1             16  sun.rmi.server.UnicastServerRef$$Lambda/0x00007fbea8097cc8 (java.rmi@21-ea)
1075:             1             16  sun.rmi.server.UnicastServerRef$HashToMethod_Maps (java.rmi@21-ea)
1076:             1             16  sun.rmi.server.Util$$Lambda/0x00007fbea8094978 (java.rmi@21-ea)
1077:             1             16  sun.rmi.server.Util$$Lambda/0x00007fbea8097468 (java.rmi@21-ea)
1078:             1             16  sun.rmi.server.WeakClassHashMap$ValueCell (java.rmi@21-ea)
1079:             1             16  sun.rmi.transport.DGCImpl$$Lambda/0x00007fbea80a94c8 (java.rmi@21-ea)
1080:             1             16  sun.rmi.transport.DGCImpl$$Lambda/0x00007fbea80a96e0 (java.rmi@21-ea)
1081:             1             16  sun.rmi.transport.DGCImpl$$Lambda/0x00007fbea80a98f8 (java.rmi@21-ea)
1082:             1             16  sun.rmi.transport.DGCImpl$$Lambda/0x00007fbea80ac1d0 (java.rmi@21-ea)
1083:             1             16  sun.rmi.transport.DGCImpl$2$$Lambda/0x00007fbea80ac808 (java.rmi@21-ea)
